epoch,loss,encoder_mse,dec_mse,bitwise-error,adversarial_bce,discr_cover_bce,discr_encod_bce,duration
32,0.1985,0.0086,0.1908,0.2975,1.6410,0.3949,0.3927,73
33,0.1949,0.0093,0.1867,0.2900,1.7234,0.3766,0.3657,74
34,0.1896,0.0087,0.1819,0.2786,1.6448,0.4114,0.4046,74
35,0.1838,0.0094,0.1754,0.2629,1.8825,0.3399,0.3245,74
36,0.1805,0.0098,0.1719,0.2566,1.7616,0.4016,0.3899,74
37,0.1788,0.0089,0.1710,0.2557,1.6397,0.4268,0.4341,73
38,0.1751,0.0088,0.1672,0.2471,1.7707,0.4020,0.3727,74
39,0.1725,0.0094,0.1641,0.2412,1.7929,0.3792,0.3779,74
40,0.1711,0.0090,0.1630,0.2387,1.8259,0.3401,0.3198,73
41,0.1692,0.0092,0.1607,0.2343,1.9739,0.3285,0.3306,74
42,0.1662,0.0087,0.1580,0.2287,2.0313,0.2913,0.2779,74
43,0.1643,0.0086,0.1563,0.2259,1.9762,0.2978,0.2909,74
44,0.1627,0.0083,0.1550,0.2233,1.8728,0.3936,0.3891,74
45,0.1627,0.0088,0.1546,0.2228,1.9100,0.3279,0.3162,74
46,0.1611,0.0082,0.1534,0.2206,1.8269,0.3293,0.3320,73
47,0.1604,0.0080,0.1529,0.2196,1.9580,0.3150,0.2993,74
48,0.1607,0.0083,0.1531,0.2194,1.8349,0.3502,0.3221,74
49,0.1586,0.0083,0.1508,0.2148,1.9922,0.3233,0.3107,73
50,0.1570,0.0082,0.1492,0.2104,2.0332,0.2781,0.2625,74
51,0.1548,0.0084,0.1470,0.2066,1.9927,0.3219,0.3062,73
52,0.1542,0.0084,0.1463,0.2062,2.0214,0.3025,0.2913,74
53,0.1538,0.0081,0.1461,0.2050,2.0202,0.2958,0.2872,73
54,0.1531,0.0086,0.1452,0.2034,1.8992,0.3231,0.3044,73
55,0.1518,0.0080,0.1442,0.2020,1.9836,0.3062,0.2850,74
56,0.1506,0.0080,0.1428,0.1987,2.1697,0.2840,0.2689,73
57,0.1482,0.0076,0.1408,0.1954,1.9998,0.3125,0.2960,73
58,0.1478,0.0080,0.1402,0.1945,2.0494,0.3242,0.3121,73
59,0.1470,0.0074,0.1399,0.1933,1.9020,0.3551,0.3360,73
60,0.1464,0.0075,0.1393,0.1925,1.8910,0.3592,0.3490,73
61,0.1457,0.0073,0.1387,0.1916,1.8666,0.3396,0.3220,74
62,0.1451,0.0071,0.1384,0.1911,1.7651,0.3781,0.3762,73
63,0.1454,0.0073,0.1386,0.1928,1.7912,0.3873,0.3821,74
64,0.1442,0.0070,0.1374,0.1895,1.8588,0.3326,0.3179,73
65,0.1427,0.0077,0.1353,0.1845,1.9679,0.3308,0.3193,73
66,0.1398,0.0069,0.1328,0.1797,2.1548,0.2685,0.2695,74
67,0.1393,0.0072,0.1323,0.1783,1.9769,0.2970,0.2992,74
68,0.1377,0.0073,0.1305,0.1750,2.1316,0.2824,0.2672,73
69,0.1358,0.0082,0.1278,0.1697,2.3068,0.2417,0.2337,73
70,0.1330,0.0078,0.1253,0.1646,2.2363,0.2529,0.2348,73
71,0.1312,0.0080,0.1234,0.1610,2.1935,0.2923,0.2950,74
72,0.1298,0.0078,0.1221,0.1589,2.2739,0.2747,0.2723,73
73,0.1288,0.0073,0.1214,0.1580,2.2575,0.2705,0.2586,74
74,0.1271,0.0072,0.1196,0.1540,2.3564,0.2352,0.2300,73
75,0.1262,0.0075,0.1187,0.1537,2.3113,0.2816,0.2670,73
76,0.1257,0.0074,0.1183,0.1534,2.2715,0.2623,0.2491,73
77,0.1249,0.0070,0.1176,0.1511,2.4126,0.2358,0.2227,73
78,0.1247,0.0070,0.1175,0.1518,2.3343,0.2663,0.2595,73
79,0.1237,0.0067,0.1167,0.1504,2.2822,0.2866,0.2772,73
80,0.1236,0.0067,0.1167,0.1507,2.1865,0.2902,0.2779,73
81,0.1227,0.0066,0.1160,0.1491,2.1208,0.2988,0.2882,73
82,0.1220,0.0067,0.1152,0.1477,2.0974,0.3009,0.3014,73
83,0.1226,0.0061,0.1161,0.1494,2.1645,0.2719,0.2673,73
84,0.1220,0.0067,0.1152,0.1481,2.1289,0.3158,0.3199,73
85,0.1227,0.0069,0.1156,0.1488,2.2190,0.2815,0.2781,73
86,0.1212,0.0065,0.1146,0.1471,2.0926,0.3343,0.3251,73
87,0.1205,0.0066,0.1134,0.1440,2.4864,0.2286,0.2213,73
88,0.1185,0.0066,0.1114,0.1397,2.4331,0.2487,0.2539,74
89,0.1170,0.0066,0.1100,0.1378,2.3457,0.2703,0.2534,73
90,0.1164,0.0066,0.1095,0.1361,2.3186,0.2632,0.2607,73
91,0.1159,0.0064,0.1091,0.1361,2.2673,0.2577,0.2605,73
92,0.1156,0.0064,0.1088,0.1359,2.3094,0.2589,0.2533,73
93,0.1154,0.0063,0.1087,0.1362,2.3756,0.2515,0.2410,74
94,0.1151,0.0062,0.1083,0.1351,2.4456,0.2334,0.2421,73
95,0.1146,0.0062,0.1081,0.1349,2.0926,0.3106,0.3110,74
96,0.1150,0.0060,0.1085,0.1356,2.3035,0.2498,0.2454,73
97,0.1144,0.0062,0.1077,0.1340,2.4454,0.2404,0.2528,73
98,0.1146,0.0062,0.1078,0.1343,2.4280,0.2510,0.2492,73
99,0.1150,0.0065,0.1081,0.1363,2.3471,0.2741,0.2869,73
100,0.1140,0.0062,0.1074,0.1344,2.3175,0.2611,0.2415,73
101,0.1144,0.0062,0.1077,0.1346,2.3342,0.2602,0.2669,73
102,0.1142,0.0061,0.1077,0.1347,2.2634,0.2905,0.2894,74
103,0.1137,0.0059,0.1073,0.1347,2.2183,0.2782,0.2604,74
104,0.1135,0.0058,0.1071,0.1343,2.3232,0.2632,0.2553,74
105,0.1131,0.0060,0.1065,0.1325,2.3967,0.2554,0.2528,73
106,0.1133,0.0062,0.1067,0.1332,2.2862,0.2941,0.2805,73
107,0.1130,0.0059,0.1064,0.1320,2.4411,0.2499,0.2416,73
108,0.1115,0.0062,0.1046,0.1290,2.5155,0.2276,0.2336,74
109,0.1096,0.0062,0.1026,0.1250,2.6366,0.2121,0.2031,74
110,0.1090,0.0061,0.1020,0.1239,2.6608,0.2085,0.1844,73
111,0.1090,0.0062,0.1019,0.1242,2.7172,0.2326,0.2143,73
112,0.1084,0.0062,0.1014,0.1235,2.6399,0.2173,0.2219,73
113,0.1080,0.0060,0.1014,0.1230,2.3475,0.2602,0.2533,73
114,0.1078,0.0059,0.1011,0.1226,2.5343,0.2451,0.2307,73
115,0.1082,0.0060,0.1013,0.1234,2.6812,0.1940,0.1883,73
116,0.1076,0.0060,0.1007,0.1229,2.7014,0.2151,0.2171,74
117,0.1068,0.0058,0.1001,0.1212,2.6327,0.1998,0.1946,73
118,0.1075,0.0058,0.1009,0.1235,2.4923,0.2652,0.2495,73
119,0.1070,0.0057,0.1004,0.1218,2.6182,0.2227,0.2108,73
120,0.1066,0.0059,0.0997,0.1213,2.6960,0.2260,0.2293,73
121,0.1066,0.0059,0.1000,0.1211,2.5619,0.2738,0.2723,74
122,0.1066,0.0059,0.1000,0.1207,2.4542,0.2740,0.2508,73
123,0.1064,0.0056,0.1000,0.1216,2.4552,0.2699,0.2699,73
124,0.1065,0.0058,0.0999,0.1221,2.6064,0.1955,0.1882,73
125,0.1063,0.0057,0.0994,0.1206,2.8287,0.2007,0.1832,74
126,0.1063,0.0057,0.0997,0.1222,2.6253,0.2401,0.2369,73
127,0.1062,0.0055,0.0999,0.1213,2.4520,0.2524,0.2517,73
128,0.1059,0.0056,0.0994,0.1213,2.6462,0.1939,0.1830,73
129,0.1064,0.0056,0.0997,0.1214,2.7620,0.2044,0.1845,73
130,0.1050,0.0057,0.0985,0.1197,2.4964,0.2919,0.2771,73
131,0.1047,0.0055,0.0985,0.1201,2.3447,0.2708,0.2667,74
132,0.1056,0.0055,0.0992,0.1211,2.5706,0.2289,0.2263,73
133,0.1056,0.0056,0.0991,0.1213,2.4973,0.2480,0.2437,73
134,0.1046,0.0055,0.0983,0.1193,2.4762,0.2443,0.2604,73
135,0.1051,0.0055,0.0988,0.1203,2.4126,0.2584,0.2400,73
136,0.1051,0.0052,0.0989,0.1201,2.6008,0.2341,0.2319,73
137,0.1056,0.0053,0.0994,0.1215,2.4930,0.2333,0.2442,74
138,0.1054,0.0054,0.0990,0.1210,2.6020,0.2217,0.2026,74
139,0.1053,0.0055,0.0988,0.1204,2.7280,0.2344,0.2220,73
140,0.1043,0.0053,0.0983,0.1197,2.3151,0.2799,0.2603,74
141,0.1049,0.0053,0.0987,0.1204,2.4658,0.2667,0.2374,73
142,0.1046,0.0051,0.0986,0.1202,2.5022,0.2469,0.2362,74
143,0.1048,0.0052,0.0988,0.1213,2.3682,0.2578,0.2594,73
144,0.1039,0.0051,0.0979,0.1192,2.4373,0.2663,0.2330,74
145,0.1044,0.0052,0.0983,0.1207,2.3964,0.2299,0.2464,73
146,0.1041,0.0051,0.0981,0.1200,2.4329,0.2737,0.2781,73
147,0.1038,0.0052,0.0977,0.1186,2.4346,0.2386,0.2290,73
148,0.1037,0.0053,0.0973,0.1181,2.6613,0.2119,0.2104,73
149,0.1023,0.0054,0.0959,0.1157,2.6770,0.2220,0.2192,73
150,0.1002,0.0054,0.0937,0.1114,2.8057,0.2277,0.1912,73
151,0.0996,0.0055,0.0930,0.1106,2.8102,0.2076,0.2106,74
152,0.0992,0.0053,0.0928,0.1104,2.6750,0.2110,0.2023,73
153,0.0986,0.0055,0.0920,0.1090,2.7344,0.2036,0.1947,74
154,0.0988,0.0053,0.0924,0.1094,2.7508,0.2104,0.2109,73
155,0.0974,0.0052,0.0912,0.1081,2.5493,0.2603,0.2297,73
156,0.0976,0.0051,0.0916,0.1089,2.5311,0.2796,0.2690,74
157,0.0971,0.0052,0.0909,0.1081,2.5303,0.2357,0.2274,73
158,0.0973,0.0053,0.0912,0.1087,2.3216,0.2918,0.2895,74
159,0.0976,0.0053,0.0914,0.1093,2.4893,0.2493,0.2389,74
160,0.0970,0.0053,0.0907,0.1076,2.6192,0.2192,0.2213,73
161,0.0977,0.0052,0.0912,0.1092,2.8712,0.1907,0.1857,73
162,0.0973,0.0053,0.0912,0.1090,2.4565,0.2464,0.2492,73
163,0.0977,0.0052,0.0914,0.1084,2.6654,0.2310,0.2086,73
164,0.0969,0.0051,0.0908,0.1078,2.5640,0.2453,0.2211,73
165,0.0966,0.0055,0.0896,0.1045,3.1228,0.1605,0.1555,73
166,0.0934,0.0053,0.0867,0.0993,2.9983,0.1576,0.1450,74
167,0.0919,0.0054,0.0854,0.0978,2.7444,0.2262,0.2096,73
168,0.0913,0.0052,0.0848,0.0966,2.7900,0.2061,0.2108,74
169,0.0915,0.0054,0.0848,0.0968,2.9396,0.1978,0.2077,73
170,0.0908,0.0051,0.0846,0.0968,2.6664,0.2529,0.2190,73
171,0.0905,0.0054,0.0840,0.0964,2.7314,0.2088,0.2098,73
172,0.0903,0.0050,0.0842,0.0966,2.5887,0.2337,0.2319,73
173,0.0897,0.0048,0.0837,0.0952,2.6702,0.2381,0.2219,74
174,0.0903,0.0051,0.0838,0.0957,2.8769,0.2013,0.1850,73
175,0.0904,0.0050,0.0841,0.0958,2.8080,0.1827,0.1841,73
176,0.0906,0.0050,0.0842,0.0962,2.8515,0.2471,0.2221,73
177,0.0892,0.0049,0.0831,0.0949,2.7566,0.1937,0.1752,73
178,0.0891,0.0048,0.0831,0.0944,2.5774,0.2399,0.2366,73
179,0.0901,0.0052,0.0835,0.0958,2.9657,0.1963,0.2119,73
180,0.0895,0.0048,0.0833,0.0953,2.8951,0.2070,0.2072,73
181,0.0897,0.0049,0.0834,0.0961,2.8769,0.1956,0.1952,73
182,0.0895,0.0048,0.0834,0.0956,2.7126,0.2683,0.2611,74
183,0.0892,0.0047,0.0831,0.0955,2.8131,0.2040,0.2042,74
184,0.0896,0.0050,0.0831,0.0959,3.0048,0.1660,0.1527,74
185,0.0897,0.0048,0.0835,0.0956,2.8040,0.2111,0.2098,74
186,0.0889,0.0048,0.0829,0.0963,2.6785,0.2554,0.2476,73
187,0.0897,0.0047,0.0836,0.0969,2.7873,0.2156,0.1971,73
188,0.0897,0.0048,0.0834,0.0958,3.0336,0.1746,0.1595,73
189,0.0889,0.0050,0.0829,0.0957,2.4983,0.2838,0.2654,73
190,0.0898,0.0049,0.0836,0.0959,2.8247,0.1991,0.1984,74
191,0.0889,0.0048,0.0827,0.0951,2.8153,0.1879,0.1914,73
192,0.0886,0.0050,0.0821,0.0949,3.0286,0.2196,0.2040,74
193,0.0889,0.0047,0.0827,0.0962,2.8521,0.2033,0.1837,74
194,0.0885,0.0049,0.0825,0.0954,2.5895,0.2436,0.2548,73
195,0.0894,0.0047,0.0832,0.0963,2.8975,0.1822,0.1924,73
196,0.0893,0.0047,0.0834,0.0976,2.6547,0.2433,0.2209,74
197,0.0891,0.0047,0.0831,0.0969,2.7291,0.2765,0.2711,73
198,0.0891,0.0045,0.0832,0.0973,2.7819,0.2530,0.2377,73
199,0.0885,0.0047,0.0824,0.0962,2.8376,0.1829,0.1903,73
200,0.0886,0.0045,0.0825,0.0960,2.8548,0.2153,0.2138,73
201,0.0882,0.0047,0.0823,0.0959,2.6821,0.2517,0.2328,73
202,0.0890,0.0048,0.0828,0.0967,2.8821,0.2150,0.2110,74
203,0.0891,0.0047,0.0828,0.0973,3.0380,0.1431,0.1397,73
204,0.0886,0.0048,0.0824,0.0965,2.8847,0.2657,0.2559,73
205,0.0889,0.0048,0.0823,0.0969,3.2069,0.1446,0.1543,73
206,0.0890,0.0049,0.0826,0.0971,3.0095,0.2096,0.2056,73
207,0.0889,0.0047,0.0830,0.0979,2.6032,0.2636,0.2512,73
208,0.0890,0.0047,0.0827,0.0979,2.9671,0.1833,0.2018,73
209,0.0889,0.0046,0.0827,0.0969,2.9678,0.1534,0.1501,74
210,0.0894,0.0048,0.0829,0.0977,3.1806,0.1614,0.1483,73
211,0.0892,0.0052,0.0822,0.0965,3.4109,0.1490,0.1396,73
212,0.0885,0.0045,0.0826,0.0973,2.7649,0.2115,0.1913,73
213,0.0879,0.0046,0.0815,0.0952,3.1334,0.1441,0.1384,73
214,0.0846,0.0049,0.0780,0.0882,3.2837,0.1788,0.1607,73
215,0.0831,0.0047,0.0768,0.0867,3.0185,0.1713,0.1632,73
216,0.0827,0.0048,0.0764,0.0874,2.8978,0.2275,0.2276,73
217,0.0823,0.0044,0.0763,0.0870,2.9302,0.2112,0.2052,73
218,0.0827,0.0047,0.0763,0.0873,3.1017,0.1668,0.1502,74
219,0.0820,0.0048,0.0757,0.0865,2.9141,0.2567,0.2448,73
220,0.0818,0.0047,0.0755,0.0873,2.9248,0.1875,0.1744,73
221,0.0822,0.0046,0.0759,0.0873,3.1215,0.1835,0.1931,73
222,0.0824,0.0046,0.0761,0.0874,3.0913,0.1609,0.1447,73
223,0.0818,0.0045,0.0757,0.0877,3.0298,0.1952,0.1923,73
224,0.0813,0.0045,0.0753,0.0866,2.9006,0.2499,0.2282,73
225,0.0816,0.0045,0.0754,0.0878,3.0767,0.1529,0.1539,73
226,0.0822,0.0047,0.0758,0.0880,3.0694,0.1560,0.1609,74
227,0.0813,0.0046,0.0751,0.0876,2.9429,0.1870,0.1851,73
228,0.0813,0.0045,0.0752,0.0877,2.9816,0.2219,0.2044,73
229,0.0807,0.0045,0.0747,0.0873,2.7469,0.2561,0.2198,73
230,0.0808,0.0045,0.0747,0.0874,2.9564,0.1787,0.1866,73
231,0.0820,0.0046,0.0758,0.0888,2.9540,0.2169,0.2002,73
232,0.0814,0.0048,0.0750,0.0879,3.0691,0.1800,0.1834,73
233,0.0809,0.0044,0.0751,0.0880,2.7848,0.2216,0.2226,74
234,0.0810,0.0044,0.0748,0.0882,3.0779,0.1744,0.1664,73
235,0.0806,0.0044,0.0743,0.0876,3.1881,0.1993,0.1756,73
236,0.0801,0.0043,0.0745,0.0878,2.5933,0.2399,0.2252,73
237,0.0806,0.0043,0.0747,0.0880,2.9547,0.1948,0.1978,73
238,0.0802,0.0045,0.0741,0.0872,2.9388,0.2063,0.1887,74
239,0.0806,0.0044,0.0747,0.0878,2.7866,0.2070,0.1932,73
240,0.0809,0.0045,0.0747,0.0882,2.9627,0.2411,0.1928,73
241,0.0813,0.0044,0.0749,0.0884,3.2799,0.1464,0.1560,73
242,0.0806,0.0043,0.0746,0.0881,3.0610,0.1965,0.1736,73
243,0.0801,0.0043,0.0742,0.0879,2.9226,0.2285,0.2199,74
244,0.0805,0.0044,0.0745,0.0884,2.9765,0.2132,0.2043,73
245,0.0809,0.0045,0.0746,0.0884,3.1055,0.1869,0.1702,73
246,0.0805,0.0045,0.0744,0.0889,2.9149,0.1905,0.1872,74
247,0.0799,0.0043,0.0741,0.0882,2.7988,0.1979,0.1903,73
248,0.0797,0.0046,0.0734,0.0857,3.0528,0.1846,0.1766,73
249,0.0769,0.0046,0.0703,0.0788,3.2640,0.2009,0.1949,74
250,0.0756,0.0048,0.0691,0.0770,3.1314,0.2073,0.1837,73
251,0.0754,0.0046,0.0688,0.0771,3.3255,0.1730,0.1730,73
252,0.0755,0.0047,0.0687,0.0763,3.5064,0.1316,0.1342,73
253,0.0754,0.0046,0.0687,0.0769,3.4641,0.1342,0.1225,73
254,0.0736,0.0049,0.0674,0.0755,2.6727,0.3562,0.3510,73
255,0.0733,0.0048,0.0673,0.0753,2.6056,0.2554,0.2576,73
256,0.0746,0.0047,0.0683,0.0764,2.9939,0.2106,0.1841,74
257,0.0737,0.0046,0.0675,0.0759,2.9399,0.2246,0.2013,73
258,0.0742,0.0045,0.0680,0.0761,3.0176,0.1984,0.1707,73
259,0.0743,0.0047,0.0677,0.0765,3.2903,0.1460,0.1434,73
260,0.0731,0.0050,0.0671,0.0753,2.5309,0.2769,0.2540,73
261,0.0738,0.0048,0.0673,0.0759,3.2396,0.1455,0.1607,73
262,0.0739,0.0046,0.0674,0.0755,3.2808,0.2020,0.2049,73
263,0.0735,0.0044,0.0674,0.0755,2.9935,0.1624,0.1599,73
264,0.0734,0.0047,0.0670,0.0749,3.1046,0.2183,0.2081,73
265,0.0718,0.0046,0.0652,0.0697,3.3294,0.1471,0.1473,73
266,0.0693,0.0055,0.0617,0.0644,3.7849,0.0833,0.0951,73
267,0.0695,0.0054,0.0621,0.0644,3.6267,0.1804,0.1608,73
268,0.0685,0.0049,0.0617,0.0649,3.4480,0.1364,0.1419,73
269,0.0681,0.0047,0.0614,0.0644,3.3935,0.1811,0.1540,73
270,0.0675,0.0051,0.0606,0.0634,3.2809,0.1812,0.1927,73
271,0.0663,0.0047,0.0603,0.0633,2.7253,0.2518,0.2225,73
272,0.0673,0.0049,0.0607,0.0638,3.1604,0.2213,0.2051,73
273,0.0670,0.0049,0.0604,0.0638,3.1713,0.2232,0.2202,73
274,0.0667,0.0051,0.0596,0.0627,3.5186,0.1247,0.1174,73
275,0.0670,0.0053,0.0604,0.0639,2.9039,0.2599,0.2427,73
276,0.0678,0.0055,0.0607,0.0641,3.1610,0.1908,0.1845,73
277,0.0670,0.0047,0.0608,0.0643,2.9323,0.1898,0.1761,74
278,0.0665,0.0050,0.0596,0.0632,3.3410,0.1315,0.1324,73
279,0.0666,0.0049,0.0602,0.0634,2.9084,0.3323,0.2877,74
280,0.0669,0.0046,0.0606,0.0641,3.0605,0.1651,0.1564,74
281,0.0675,0.0048,0.0609,0.0641,3.2592,0.1703,0.1550,73
282,0.0659,0.0049,0.0597,0.0636,2.7857,0.2388,0.2122,73
283,0.0662,0.0048,0.0597,0.0629,3.1125,0.2002,0.1988,73
284,0.0662,0.0050,0.0597,0.0628,3.0237,0.2043,0.1812,73
285,0.0683,0.0055,0.0606,0.0639,3.8577,0.1838,0.1741,73
286,0.0656,0.0048,0.0594,0.0631,2.8371,0.2649,0.2377,74
287,0.0660,0.0048,0.0596,0.0632,3.0229,0.2106,0.1942,73
288,0.0663,0.0047,0.0600,0.0638,2.9994,0.2059,0.2086,74
289,0.0662,0.0048,0.0598,0.0638,3.0273,0.2188,0.2225,73
290,0.0658,0.0049,0.0594,0.0630,2.9179,0.2817,0.2545,73
291,0.0661,0.0050,0.0594,0.0631,3.2429,0.1347,0.1366,73
292,0.0656,0.0048,0.0597,0.0643,2.5798,0.2763,0.2319,73
293,0.0647,0.0048,0.0587,0.0625,2.5707,0.2936,0.3213,73
294,0.0665,0.0047,0.0601,0.0643,3.0863,0.1909,0.1768,73
295,0.0665,0.0047,0.0599,0.0641,3.2293,0.1936,0.1950,73
296,0.0658,0.0046,0.0596,0.0637,3.0198,0.2314,0.2189,73
297,0.0657,0.0047,0.0595,0.0638,2.8911,0.2008,0.1810,74
298,0.0662,0.0048,0.0597,0.0641,3.1207,0.1815,0.1836,73
299,0.0661,0.0048,0.0596,0.0640,3.1808,0.2033,0.2076,74
300,0.0649,0.0049,0.0587,0.0633,2.7985,0.3236,0.2811,73
301,0.0655,0.0047,0.0592,0.0643,3.0380,0.2020,0.1755,73
302,0.0657,0.0048,0.0593,0.0640,2.9854,0.2326,0.1984,73
303,0.0652,0.0046,0.0590,0.0636,2.9614,0.2306,0.1993,73
304,0.0654,0.0049,0.0589,0.0631,3.0500,0.2403,0.2362,73
305,0.0659,0.0046,0.0595,0.0642,3.1674,0.2039,0.1774,73
306,0.0653,0.0048,0.0590,0.0639,2.9488,0.2320,0.1994,73
307,0.0656,0.0048,0.0591,0.0632,3.0782,0.2090,0.2024,73
308,0.0659,0.0046,0.0594,0.0641,3.2708,0.1687,0.1547,74
309,0.0649,0.0046,0.0587,0.0634,2.9427,0.2603,0.2300,73
310,0.0657,0.0047,0.0592,0.0639,3.2288,0.1834,0.1814,73
311,0.0651,0.0048,0.0588,0.0635,3.0154,0.2954,0.2751,73
312,0.0656,0.0048,0.0591,0.0640,3.1110,0.1823,0.1963,73
313,0.0652,0.0044,0.0588,0.0634,3.3155,0.1479,0.1445,74
314,0.0667,0.0051,0.0595,0.0648,3.5735,0.1899,0.2288,73
315,0.0653,0.0048,0.0588,0.0638,3.1988,0.2194,0.1803,73
316,0.0656,0.0045,0.0595,0.0648,2.9368,0.2095,0.2121,73
317,0.0650,0.0045,0.0588,0.0638,2.9828,0.2696,0.2118,73
318,0.0657,0.0045,0.0595,0.0650,3.1070,0.2306,0.2371,73
319,0.0651,0.0045,0.0590,0.0646,2.9233,0.2034,0.1892,73
320,0.0655,0.0047,0.0591,0.0648,3.0850,0.2021,0.1941,73
321,0.0661,0.0051,0.0590,0.0639,3.5653,0.1355,0.1176,74
322,0.0654,0.0047,0.0591,0.0642,3.0521,0.2390,0.2355,74
323,0.0654,0.0046,0.0592,0.0649,3.0018,0.2014,0.1846,73
324,0.0657,0.0047,0.0589,0.0644,3.4667,0.1971,0.1641,73
