epoch,loss,encoder_mse,dec_mse,bitwise-error,adversarial_bce,discr_cover_bce,discr_encod_bce,duration
355,0.1068,0.0031,0.1018,0.1248,2.8024,0.1891,0.1800,176
356,0.1079,0.0029,0.1031,0.1271,2.7804,0.1837,0.1826,174
357,0.1070,0.0029,0.1022,0.1254,2.7415,0.2222,0.2200,171
358,0.1072,0.0030,0.1025,0.1269,2.5455,0.2166,0.2126,175
359,0.1066,0.0029,0.1018,0.1252,2.7710,0.1900,0.1776,174
360,0.1060,0.0029,0.1013,0.1237,2.6074,0.2236,0.2232,176
361,0.1069,0.0029,0.1021,0.1249,2.7014,0.2250,0.2127,175
362,0.1088,0.0033,0.1030,0.1265,3.5047,0.1319,0.1372,175
363,0.1073,0.0037,0.1009,0.1241,3.8226,0.1977,0.1751,174
364,0.1051,0.0030,0.1005,0.1235,2.4667,0.2550,0.2489,172
365,0.1065,0.0030,0.1017,0.1249,2.6640,0.2242,0.2232,174
366,0.1067,0.0030,0.1019,0.1256,2.7978,0.2102,0.1931,176
367,0.1049,0.0029,0.1004,0.1238,2.3626,0.2708,0.2646,174
368,0.1066,0.0030,0.1018,0.1255,2.7429,0.1749,0.1655,178
369,0.1058,0.0030,0.1012,0.1250,2.5066,0.2610,0.2462,174
370,0.1060,0.0029,0.1014,0.1250,2.5949,0.2048,0.1940,172
371,0.1064,0.0031,0.1016,0.1251,2.5885,0.2403,0.2381,176
372,0.1060,0.0028,0.1016,0.1260,2.4868,0.2724,0.2640,172
373,0.1063,0.0030,0.1015,0.1248,2.6941,0.1905,0.1753,175
374,0.1063,0.0029,0.1017,0.1258,2.5017,0.2442,0.2386,175
375,0.1083,0.0032,0.1032,0.1275,2.8523,0.1757,0.1639,174
376,0.1087,0.0043,0.1002,0.1250,5.4484,0.0053,0.0153,175
377,0.1094,0.0042,0.1011,0.1249,5.3564,0.0224,0.0265,176
378,0.1067,0.0032,0.1014,0.1252,2.9909,0.1982,0.1861,174
379,0.1054,0.0029,0.1009,0.1245,2.4119,0.2805,0.2630,176
380,0.1060,0.0029,0.1012,0.1249,2.6822,0.2181,0.1963,174
381,0.1058,0.0030,0.1011,0.1248,2.5718,0.2338,0.2243,176
382,0.1053,0.0030,0.1006,0.1243,2.6807,0.2391,0.2352,174
383,0.1064,0.0029,0.1017,0.1261,2.6727,0.2117,0.2005,174
384,0.1067,0.0029,0.1019,0.1266,2.7177,0.2061,0.2159,175
385,0.1059,0.0029,0.1013,0.1254,2.6431,0.2147,0.2097,174
386,0.1065,0.0029,0.1017,0.1263,2.6909,0.2127,0.2006,172
387,0.1062,0.0029,0.1013,0.1254,2.7930,0.1769,0.1781,174
388,0.1068,0.0028,0.1021,0.1265,2.7109,0.2088,0.1996,174
389,0.1066,0.0030,0.1017,0.1262,2.7416,0.2151,0.2036,173
390,0.1064,0.0030,0.1016,0.1260,2.6868,0.1966,0.1925,174
391,0.1051,0.0031,0.1005,0.1245,2.4869,0.2455,0.2297,179
392,0.1059,0.0028,0.1013,0.1255,2.6292,0.1863,0.1892,174
393,0.1047,0.0029,0.1004,0.1237,2.2850,0.3483,0.3434,175
394,0.1050,0.0028,0.1007,0.1245,2.3902,0.2669,0.2575,173
395,0.1065,0.0029,0.1018,0.1266,2.7024,0.1894,0.1844,172
396,0.1057,0.0030,0.1010,0.1248,2.5592,0.2436,0.2311,173
397,0.1062,0.0030,0.1010,0.1255,3.0380,0.1816,0.1709,174
398,0.1047,0.0029,0.1002,0.1244,2.4377,0.2378,0.2221,173
399,0.1045,0.0029,0.1000,0.1238,2.3875,0.2484,0.2403,172
400,0.1055,0.0029,0.1009,0.1247,2.6010,0.1954,0.1861,174
