epoch,unet_loss,encoder_mse,decoder_mse,bit-error,g_adv_bce,d_cov_bce,d_enc_bce,encoder-loss,adv-loss,mode,artefacts
77,0.0841,0.0102,0.0137,0.0007,9.8072,0.0004,0.0007,5,0.002,train,yes
78,0.0554,0.0046,0.0108,0,10.7248,0.0002,0.0002,5,0.002,train,yes
79,0.0487,0.0036,0.0103,0,10.1267,0.0039,0.0035,5,0.002,train,yes
80,0.049,0.0033,0.0104,0,11.0015,0.0004,0.0007,5,0.002,train,yes
81,0.0484,0.003,0.0101,0,11.5678,0.0003,0.0003,5,0.002,train,yes
82,0.049,0.0031,0.0103,0,11.6348,0.0003,0.0004,5,0.002,train,yes
83,0.047,0.0028,0.0099,0,11.4999,0.0002,0.0002,5,0.002,train,yes
84,0.0473,0.0028,0.0097,0,11.8695,0.0002,0.0002,5,0.002,train,yes
85,0.0464,0.0027,0.0097,0,11.5176,0.0007,0.0011,5,0.002,train,yes
86,0.0455,0.0026,0.0095,0,11.58,0.0003,0.0003,5,0.002,train,yes
87,0.043,0.0026,0.0095,0,10.2176,0.0135,0.0211,5,0.002,train,yes
88,0.0455,0.0027,0.0094,0,11.287,0.003,0.0079,5,0.002,train,yes
89,0.0453,0.0027,0.0096,0,11.1528,0.007,0.0082,5,0.002,train,yes
90,0.044,0.0026,0.0093,0,10.9111,0.0074,0.0085,5,0.002,train,yes
91,0.0457,0.0026,0.0094,0,11.6401,0.001,0.0014,5,0.002,train,yes
92,0.0444,0.0023,0.0094,0,11.8385,0.0014,0.0012,5,0.002,train,yes
93,0.0462,0.0027,0.0095,0,11.6855,0.0009,0.0007,5,0.002,train,yes
94,0.0446,0.0025,0.0092,0,11.3107,0.0004,0.001,5,0.002,train,yes
95,0.0437,0.0023,0.0091,0,11.4707,0.0068,0.028,5,0.002,train,yes
96,0.0414,0.0023,0.009,0,10.3678,0.0219,0.028,5,0.002,train,yes
97,0.0418,0.0024,0.0092,0,10.3603,0.0166,0.023,5,0.002,train,yes
98,0.0449,0.0025,0.0091,0,11.6926,0.0117,0.0173,5,0.002,train,yes
99,0.0434,0.0024,0.0086,0,11.5187,0.0075,0.0118,5,0.002,train,yes
100,0.0443,0.0025,0.0088,0,11.4895,0.0023,0.0054,5,0.002,train,yes
101,0.0442,0.0026,0.0088,0,11.2146,0.0023,0.0031,5,0.002,train,yes
102,0.0452,0.0025,0.0086,0,12.0174,0.0021,0.0021,5,0.002,train,yes
103,0.0442,0.0025,0.0085,0,11.6967,0.0033,0.0066,5,0.002,train,yes
104,0.0438,0.0026,0.0087,0,11.0381,0.0065,0.0094,5,0.002,train,yes
105,0.0585,0.0054,0.0099,0.0001,10.8504,0.0005,0.0006,5,0.002,train,yes
106,0.0476,0.0032,0.0087,0,11.5413,0.0043,0.005,5,0.002,train,yes
107,0.0449,0.0026,0.0083,0,11.8602,0.0009,0.0012,5,0.002,train,yes
108,0.0436,0.0026,0.0083,0,11.1015,0.0054,0.0068,5,0.002,train,yes
109,0.0437,0.0027,0.0083,0,10.9731,0.0074,0.0097,5,0.002,train,yes
110,0.0437,0.0025,0.0081,0,11.4771,0.0091,0.01,5,0.002,train,yes
111,0.0419,0.0025,0.008,0,10.7209,0.0128,0.009,5,0.002,train,yes
112,0.0439,0.0024,0.0081,0,11.8445,0.0015,0.0024,5,0.002,train,yes
113,0.0417,0.0021,0.008,0,11.6362,0.0015,0.0017,5,0.002,train,yes
114,0.042,0.0022,0.0079,0,11.5118,0.0018,0.0026,5,0.002,train,yes
115,0.044,0.0024,0.008,0,11.9039,0.0014,0.001,5,0.002,train,yes
116,0.0432,0.0025,0.0078,0,11.5154,0.0018,0.0026,5,0.002,train,yes
117,0.0427,0.0024,0.0075,0,11.6076,0.0034,0.0046,5,0.002,train,yes
118,0.0429,0.0024,0.0076,0,11.6332,0.0014,0.0014,5,0.002,train,yes
119,0.0454,0.0026,0.0075,0,12.4895,0.0036,0.0067,5,0.002,train,yes
120,0.0444,0.0026,0.0077,0,11.8179,0.0104,0.0143,5,0.002,train,yes
121,0.0441,0.0027,0.0074,0,11.7139,0.0033,0.0059,5,0.002,train,yes
122,0.0434,0.0023,0.0073,0,12.2785,0.0038,0.0063,5,0.002,train,yes
123,0.0432,0.0024,0.0072,0,12.0811,0.0014,0.0018,5,0.002,train,yes
124,0.0447,0.0025,0.0072,0,12.49,0.0007,0.0006,5,0.002,train,yes
125,0.0429,0.0024,0.007,0,12.0338,0.0016,0.0016,5,0.002,train,yes
126,0.0413,0.0022,0.0068,0,11.6091,0.0046,0.0104,5,0.002,train,yes
127,0.0417,0.0022,0.0067,0,11.8957,0.0017,0.0032,5,0.002,train,yes
128,0.0402,0.0023,0.007,0,10.9824,0.0149,0.0191,5,0.002,train,yes
129,0.0399,0.0021,0.0066,0,11.3445,0.0051,0.0157,5,0.002,train,yes
130,0.0431,0.0023,0.0066,0,12.508,0.0013,0.0008,5,0.002,train,yes
131,0.0406,0.0022,0.0066,0,11.6191,0.0038,0.0093,5,0.002,train,yes
132,0.0431,0.0025,0.0066,0,12.0446,0.0045,0.0044,5,0.002,train,yes
133,0.042,0.0024,0.0065,0,11.8086,0.007,0.0108,5,0.002,train,yes
134,0.0428,0.0025,0.0065,0,11.7986,0.005,0.005,5,0.002,train,yes
135,0.0425,0.0024,0.0064,0,12.0377,0.001,0.0009,5,0.002,train,yes
136,0.0421,0.0024,0.0065,0,11.7079,0.0108,0.0147,5,0.002,train,yes
137,0.0423,0.0025,0.0061,0,11.7715,0.0109,0.0167,5,0.002,train,yes
138,0.0423,0.0024,0.0063,0,11.8764,0.0086,0.016,5,0.002,train,yes
139,0.0422,0.0023,0.0062,0,12.3199,0.0023,0.0028,5,0.002,train,yes
140,0.0408,0.0026,0.0062,0,10.82,0.0024,0.0029,5,0.002,train,yes
141,0.0398,0.0023,0.0061,0,11.1507,0.0076,0.0076,5,0.002,train,yes
142,0.0416,0.0027,0.006,0,11.1535,0.0016,0.0019,5,0.002,train,yes
143,0.0575,0.0054,0.0072,0.0001,11.5342,0.0032,0.0053,5,0.002,train,yes
144,0.0433,0.0027,0.006,0,11.9136,0.0013,0.0011,5,0.002,train,yes
145,0.0406,0.0024,0.006,0,11.2921,0.0006,0.0009,5,0.002,train,yes
146,0.0412,0.0022,0.0059,0,12.1954,0.0032,0.0046,5,0.002,train,yes
147,0.0445,0.0027,0.0061,0,12.3939,0.0033,0.025,5,0.002,train,yes
148,0.041,0.0022,0.0058,0,12.1173,0.0058,0.0055,5,0.002,train,yes
149,0.041,0.0024,0.0059,0,11.6658,0.0128,0.0162,5,0.002,train,yes
150,0.0414,0.0024,0.0057,0,11.9006,0.0009,0.0009,5,0.002,train,yes
151,0.0405,0.0023,0.0056,0,11.7505,0.0029,0.0031,5,0.002,train,yes
152,0.0405,0.0023,0.0056,0,11.682,0.0032,0.0029,5,0.002,train,yes
153,0.0402,0.0024,0.0056,0,11.4132,0.0172,0.0275,5,0.002,train,yes
154,0.0409,0.0023,0.0057,0,11.7765,0.0187,0.0172,5,0.002,train,yes
155,0.0409,0.0024,0.0058,0,11.6107,0.0014,0.0019,5,0.002,train,yes
156,0.0399,0.0022,0.0055,0,11.7908,0.0066,0.0186,5,0.002,train,yes
157,0.042,0.0027,0.0058,0,11.3025,0.0073,0.0086,5,0.002,train,yes
158,0.042,0.0025,0.0056,0,12.0349,0.0025,0.0033,5,0.002,train,yes
159,0.0392,0.0026,0.0057,0,10.1728,0.0388,0.0739,5,0.002,train,yes
160,0.0394,0.0025,0.0056,0,10.5473,0.0214,0.0251,5,0.002,train,yes
161,0.041,0.0022,0.0054,0,12.2003,0.0014,0.0019,5,0.002,train,yes
162,0.0414,0.0022,0.0055,0,12.44,0.0088,0.0122,5,0.002,train,yes
163,0.038,0.0026,0.0056,0,9.8014,0.0138,0.0213,5,0.002,train,yes
164,0.0384,0.0026,0.0053,0,9.9505,0.027,0.0528,5,0.002,train,yes
165,0.038,0.0028,0.0054,0,9.413,0.0434,0.064,5,0.002,train,yes
166,0.0378,0.0029,0.0057,0,8.791,0.068,0.0796,5,0.002,train,yes
167,0.032,0.0029,0.0056,0,5.9857,0.1072,0.1483,5,0.002,train,yes
168,0.0317,0.0029,0.006,0.0001,5.5671,0.1107,0.1401,5,0.002,train,yes
169,0.0283,0.0029,0.006,0,3.9716,0.1883,0.2285,5,0.002,train,yes
170,0.0262,0.0029,0.0056,0,3.1086,0.2194,0.2425,5,0.002,train,yes
171,0.0243,0.0027,0.0057,0,2.439,0.2606,0.2704,5,0.002,train,yes
172,0.0247,0.0027,0.0058,0,2.7843,0.2063,0.2041,5,0.002,train,yes
173,0.0232,0.0025,0.0059,0,2.3589,0.258,0.2848,5,0.002,train,yes
174,0.0243,0.0026,0.0059,0,2.6765,0.2152,0.2256,5,0.002,train,yes
175,0.0254,0.0026,0.0061,0,3.0843,0.2061,0.2271,5,0.002,train,yes
176,0.0274,0.003,0.0061,0,3.3094,0.1815,0.1988,5,0.002,train,yes
177,0.0253,0.0027,0.0058,0,2.8882,0.2045,0.2282,5,0.002,train,yes
178,0.026,0.0027,0.006,0,3.3101,0.2183,0.2223,5,0.002,train,yes
179,0.0238,0.0026,0.0059,0,2.426,0.2534,0.2708,5,0.002,train,yes
180,0.0248,0.0026,0.006,0,2.8303,0.2121,0.2232,5,0.002,train,yes
181,0.0256,0.0028,0.006,0,2.8607,0.2086,0.2098,5,0.002,train,yes
182,0.0259,0.0027,0.006,0,3.0919,0.1643,0.1723,5,0.002,train,yes
183,0.0258,0.0028,0.0059,0,3.0452,0.1719,0.1857,5,0.002,train,yes
184,0.0268,0.0028,0.0058,0,3.4453,0.1406,0.1483,5,0.002,train,yes
185,0.0269,0.003,0.0059,0,3.0452,0.1623,0.1705,5,0.002,train,yes
186,0.0399,0.0052,0.0067,0.0001,3.6054,0.1349,0.1355,5,0.002,train,yes
187,0.033,0.0039,0.0061,0,3.6852,0.0979,0.1042,5,0.002,train,yes
188,0.0276,0.003,0.0057,0,3.3706,0.1541,0.1732,5,0.002,train,yes
189,0.025,0.0027,0.0057,0,2.8599,0.1892,0.2042,5,0.002,train,yes
190,0.0246,0.0027,0.0057,0,2.7642,0.1964,0.1992,5,0.002,train,yes
191,0.0429,0.0057,0.0067,0.0001,3.9556,0.0824,0.0813,5,0.002,train,yes
192,0.0284,0.0032,0.0056,0,3.4913,0.1157,0.1288,5,0.002,train,yes
193,0.0258,0.0027,0.0055,0,3.3604,0.1372,0.1464,5,0.002,train,yes
194,0.0277,0.0028,0.0058,0,3.8704,0.1079,0.1191,5,0.002,train,yes
195,0.0264,0.0027,0.0055,0,3.6291,0.1238,0.1287,5,0.002,train,yes
196,0.0249,0.0026,0.0055,0,3.1872,0.1755,0.1813,5,0.002,train,yes
197,0.0258,0.0027,0.0057,0,3.3581,0.1288,0.1315,5,0.002,train,yes
198,0.0254,0.0026,0.0055,0,3.3698,0.1321,0.1387,5,0.002,train,yes
199,0.0269,0.0027,0.0056,0,3.7841,0.0959,0.102,5,0.002,train,yes
200,0.0252,0.0026,0.0057,0,3.3097,0.1538,0.1609,5,0.002,train,yes
1,0.2964,0.0094,0.2442,0.4264,2.6554,2.0808,0.0855,5,0.002,validation,yes
2,0.2789,0.0073,0.2358,0.4055,3.2965,2.5759,0.0492,5,0.002,validation,yes
3,0.2623,0.005,0.2295,0.3831,3.7764,2.5514,0.0347,5,0.002,validation,yes
4,0.2621,0.0051,0.2273,0.3769,4.686,2.0784,0.0126,5,0.002,validation,yes
5,0.2518,0.0055,0.2184,0.3511,2.8522,1.462,0.1405,5,0.002,validation,yes
6,0.2306,0.0045,0.2053,0.321,1.3665,0.5077,0.5559,5,0.002,validation,yes
7,0.224,0.004,0.1946,0.3009,4.7951,1.8017,0.0136,5,0.002,validation,yes
8,0.1958,0.0047,0.1628,0.2326,4.6889,1.4521,0.0304,5,0.002,validation,yes
9,0.1835,0.0069,0.1412,0.1901,3.9536,1.1225,0.0412,5,0.002,validation,yes
10,0.1418,0.004,0.1107,0.1353,5.5408,1.3982,0.0349,5,0.002,validation,yes
11,0.1334,0.0035,0.1056,0.1214,5.1461,2.6448,0.0138,5,0.002,validation,yes
12,0.114,0.0059,0.0759,0.0642,4.3116,1.9205,0.0267,5,0.002,validation,yes
13,0.0903,0.0033,0.0628,0.0442,5.5289,1.8479,0.0067,5,0.002,validation,yes
14,0.1066,0.0054,0.0682,0.0451,5.6964,1.6937,0.0089,5,0.002,validation,yes
15,0.0739,0.0033,0.0529,0.018,2.2582,1.0275,0.1455,5,0.002,validation,yes
16,0.0539,0.0032,0.0278,0.0011,5.0378,1.9409,0.0124,5,0.002,validation,yes
17,0.0497,0.003,0.0292,0.0015,2.8324,1.3982,0.0884,5,0.002,validation,yes
18,0.0428,0.0033,0.0172,0.0001,4.5459,1.0474,0.0304,5,0.002,validation,yes
19,0.0531,0.0028,0.0278,0.0081,5.6344,2.0141,0.0072,5,0.002,validation,yes
20,0.0481,0.0028,0.0207,0.0003,6.7525,2.8456,0.0025,5,0.002,validation,yes
21,0.0504,0.003,0.0264,0.0002,4.4138,1.7125,0.0322,5,0.002,validation,yes
22,0.0542,0.0032,0.0235,0.0002,7.4408,2.5725,0.0014,5,0.002,validation,yes
23,0.0515,0.0038,0.0218,0.0013,5.3194,2.0248,0.0116,5,0.002,validation,yes
24,0.0503,0.0033,0.0242,0.0006,4.869,1.8771,0.0261,5,0.002,validation,yes
25,0.0504,0.0029,0.023,0.0001,6.4367,2.4465,0.0045,5,0.002,validation,yes
26,0.0444,0.0032,0.0193,0.0008,4.6049,1.7635,0.0223,5,0.002,validation,yes
27,0.0434,0.0033,0.0164,0.0001,5.1986,1.7972,0.0148,5,0.002,validation,yes
28,0.0385,0.0026,0.0156,0.0001,4.825,1.6624,0.0196,5,0.002,validation,yes
29,0.052,0.0037,0.0224,0.0003,5.4777,1.9911,0.0167,5,0.002,validation,yes
30,0.0378,0.0029,0.0147,0,4.2116,1.8295,0.0258,5,0.002,validation,yes
31,0.0363,0.0023,0.0155,0,4.5659,1.6258,0.0209,5,0.002,validation,yes
32,0.0467,0.0025,0.0229,0,5.5796,2.8735,0.0084,5,0.002,validation,yes
33,0.0561,0.0039,0.0203,0.0001,8.2843,3.7829,0.001,5,0.002,validation,yes
34,0.0362,0.0026,0.0172,0.0002,3.087,2.2212,0.0629,5,0.002,validation,yes
35,0.041,0.0026,0.0161,0,5.9673,2.8211,0.005,5,0.002,validation,yes
36,0.05,0.0032,0.0201,0,6.8858,4.7456,0.0012,5,0.002,validation,yes
37,0.0397,0.0024,0.0134,0,7.2117,3.2352,0.0028,5,0.002,validation,yes
38,0.0378,0.0022,0.0124,0,7.1465,2.9072,0.0025,5,0.002,validation,yes
39,0.0415,0.0021,0.0169,0.0001,7.0555,4.4743,0.0013,5,0.002,validation,yes
40,0.0513,0.0049,0.0139,0,6.3668,4.8956,0.0039,5,0.002,validation,yes
41,0.0443,0.0021,0.0206,0.0001,6.7024,4.4371,0.0023,5,0.002,validation,yes
42,0.0371,0.0035,0.0112,0,4.1504,3.8159,0.1363,5,0.002,validation,yes
43,0.0789,0.0084,0.0249,0.0002,6.0614,3.6029,0.0044,5,0.002,validation,yes
44,0.0493,0.0026,0.0189,0.0007,8.6177,3.8983,0.0005,5,0.002,validation,yes
45,0.0457,0.003,0.0162,0,7.291,4.0277,0.0019,5,0.002,validation,yes
46,0.0423,0.0034,0.0135,0,5.8195,2.4009,0.0097,5,0.002,validation,yes
47,0.0327,0.0023,0.0093,0,6.021,2.3565,0.0074,5,0.002,validation,yes
48,0.0405,0.0021,0.014,0,8.01,5.3121,0.0006,5,0.002,validation,yes
49,0.0349,0.0024,0.0107,0,6.0518,2.5686,0.0071,5,0.002,validation,yes
50,0.0494,0.0039,0.0148,0,7.6022,5.5218,0.0007,5,0.002,validation,yes
51,0.05,0.004,0.0137,0,8.1622,5.8771,0.0005,5,0.002,validation,yes
52,0.0435,0.003,0.0135,0,7.4717,3.5546,0.0064,5,0.002,validation,yes
53,0.0396,0.0022,0.0087,0,9.8147,4.097,0.0004,5,0.002,validation,yes
54,0.0575,0.0033,0.0195,0,10.8854,6.2233,0.0005,5,0.002,validation,yes
55,0.0468,0.0032,0.0117,0,9.689,6.0476,0.0001,5,0.002,validation,yes
56,0.0476,0.0033,0.012,0,9.5487,8.923,0.0001,5,0.002,validation,yes
57,0.0434,0.0028,0.0132,0,8.0071,5.5609,0.0007,5,0.002,validation,yes
58,0.051,0.0035,0.0138,0,9.8581,5.6979,0.0003,5,0.002,validation,yes
59,0.057,0.005,0.0132,0.0001,9.3513,6.5156,0.0001,5,0.002,validation,yes
60,0.0476,0.0038,0.011,0,8.7696,7.2677,0.0003,5,0.002,validation,yes
61,0.037,0.0022,0.0094,0,8.2173,3.1316,0.0271,5,0.002,validation,yes
62,0.036,0.0022,0.0107,0,7.226,3.1326,0.0055,5,0.002,validation,yes
63,0.0408,0.0026,0.0113,0,8.2522,4.5573,0.0032,5,0.002,validation,yes
64,0.0399,0.0025,0.0092,0,9.1896,5.341,0.0004,5,0.002,validation,yes
65,0.0545,0.0041,0.0112,0,11.4061,3.6674,0,5,0.002,validation,yes
66,0.0393,0.0022,0.009,0,9.5225,4.1058,0.0007,5,0.002,validation,yes
67,0.0345,0.0027,0.0096,0,5.6334,1.9044,0.0213,5,0.002,validation,yes
68,0.0562,0.0039,0.0175,0,9.6234,6.9085,0.0002,5,0.002,validation,yes
69,0.0335,0.0022,0.0119,0,5.1786,2.6195,0.0114,5,0.002,validation,yes
70,0.0584,0.004,0.0166,0,10.7682,8.3739,0,5,0.002,validation,yes
71,0.0491,0.0026,0.0167,0,9.7238,7.8493,0.0002,5,0.002,validation,yes
72,0.0458,0.0039,0.0073,0,9.5407,5.0263,0.0002,5,0.002,validation,yes
73,0.0345,0.0033,0.0073,0.0003,5.2438,2.9019,0.0411,5,0.002,validation,yes
74,0.0468,0.0033,0.0142,0,8.1014,4.8736,0.0012,5,0.002,validation,yes
75,0.0479,0.0028,0.0149,0,9.5887,3.6629,0.0008,5,0.002,validation,yes
76,0.0579,0.0046,0.0151,0,9.8584,6.6014,0.0002,5,0.002,validation,yes
77,0.0553,0.0052,0.0129,0.0003,8.1493,3.9234,0.0018,5,0.002,validation,yes
78,0.0484,0.0049,0.0089,0,7.5424,4.6413,0.0014,5,0.002,validation,yes
79,0.0386,0.0031,0.007,0,7.9443,6.7404,0.0007,5,0.002,validation,yes
80,0.0386,0.0028,0.0086,0,8.0473,6.0147,0.0006,5,0.002,validation,yes
81,0.0423,0.0025,0.0111,0.0001,9.3517,6.0415,0.0003,5,0.002,validation,yes
82,0.039,0.0023,0.0084,0,9.4914,5.5999,0.0002,5,0.002,validation,yes
83,0.0431,0.0028,0.0101,0,9.439,4.7299,0.0002,5,0.002,validation,yes
84,0.0537,0.005,0.0102,0,9.3124,7.7497,0.0002,5,0.002,validation,yes
85,0.0399,0.0023,0.01,0,9.1666,5.1984,0.0009,5,0.002,validation,yes
86,0.0421,0.0031,0.0102,0,8.3006,6.0758,0.0006,5,0.002,validation,yes
87,0.0389,0.002,0.0112,0,8.7667,7.4486,0.0003,5,0.002,validation,yes
88,0.045,0.0031,0.0085,0,10.3913,9.6108,0.0001,5,0.002,validation,yes
89,0.0459,0.0028,0.0073,0,12.3795,6.9985,0.0001,5,0.002,validation,yes
90,0.0373,0.0022,0.0087,0,8.8736,6.3218,0.0004,5,0.002,validation,yes
91,0.0531,0.0027,0.0093,0,15.0876,5.31,0,5,0.002,validation,yes
92,0.0319,0.0019,0.006,0,8.1939,6.4072,0.0114,5,0.002,validation,yes
93,0.038,0.0024,0.0068,0,9.5544,5.8874,0.0005,5,0.002,validation,yes
94,0.0316,0.0021,0.0077,0,6.6622,2.4046,0.1765,5,0.002,validation,yes
95,0.0401,0.0024,0.0064,0,10.8457,8.6967,0.0006,5,0.002,validation,yes
96,0.0397,0.0022,0.0104,0,9.0291,4.1836,0.0011,5,0.002,validation,yes
97,0.0368,0.002,0.0099,0,8.3839,4.7946,0.0013,5,0.002,validation,yes
98,0.0379,0.0021,0.0078,0,9.7553,5.4169,0.0004,5,0.002,validation,yes
99,0.0424,0.0026,0.007,0,11.1187,8.5453,0,5,0.002,validation,yes
100,0.0553,0.0042,0.0097,0,12.1791,8.4346,0,5,0.002,validation,yes
101,0.0412,0.0024,0.01,0,9.7066,5.4642,0.0003,5,0.002,validation,yes
102,0.0411,0.0024,0.0075,0,10.7498,8.4744,0.0001,5,0.002,validation,yes
103,0.0718,0.0054,0.0107,0,17.0291,10.0727,0,5,0.002,validation,yes
104,0.1247,0.0184,0.0119,0.0037,10.425,8.6759,0.0001,5,0.002,validation,yes
105,0.0602,0.0049,0.0079,0,13.9631,7.7667,0,5,0.002,validation,yes
106,0.0464,0.0025,0.0089,0,12.4572,5.7906,0,5,0.002,validation,yes
107,0.0444,0.0024,0.0106,0,10.81,7.4982,0.0001,5,0.002,validation,yes
108,0.0465,0.0024,0.008,0,13.1329,6.7593,0.0001,5,0.002,validation,yes
109,0.0366,0.0022,0.0068,0,9.4867,5.7925,0.0003,5,0.002,validation,yes
110,0.0344,0.0024,0.0069,0,7.804,4.25,0.0012,5,0.002,validation,yes
111,0.0527,0.0027,0.0151,0,12.1792,7.3726,0.0001,5,0.002,validation,yes
112,0.0415,0.0023,0.0114,0,9.4304,6.9521,0.0002,5,0.002,validation,yes
113,0.0379,0.0022,0.0064,0,10.3488,4.8124,0.0003,5,0.002,validation,yes
114,0.0354,0.0019,0.0095,0,8.1741,5.1709,0.0015,5,0.002,validation,yes
115,0.0418,0.002,0.0083,0,11.7109,6.9242,0,5,0.002,validation,yes
116,0.0351,0.0023,0.0055,0,9.1254,7.5112,0.0003,5,0.002,validation,yes
117,0.029,0.0019,0.0054,0,6.9589,3.5927,0.003,5,0.002,validation,yes
118,0.0448,0.0023,0.0084,0,12.3566,7.7947,0.0001,5,0.002,validation,yes
119,0.041,0.0023,0.0075,0,10.9342,5.1303,0.0004,5,0.002,validation,yes
120,0.0323,0.0021,0.0039,0,9.0301,5.545,0.0015,5,0.002,validation,yes
121,0.0359,0.0026,0.0068,0,7.9632,4.1716,0.0146,5,0.002,validation,yes
122,0.0437,0.0021,0.0096,0,11.776,7.9611,0,5,0.002,validation,yes
123,0.0459,0.0032,0.0034,0,13.2599,11.9134,0,5,0.002,validation,yes
124,0.0324,0.002,0.0037,0,9.312,6.5009,0.0345,5,0.002,validation,yes
125,0.0493,0.0037,0.0057,0,12.4842,14.0452,0,5,0.002,validation,yes
126,0.0294,0.0017,0.0034,0,8.7956,4.7015,0.0004,5,0.002,validation,yes
127,0.0391,0.0021,0.0063,0,11.0993,7.5146,0.0001,5,0.002,validation,yes
128,0.0315,0.0025,0.0047,0,7.3043,6.1268,0.0026,5,0.002,validation,yes
129,0.0277,0.0021,0.0038,0,6.7969,5.2629,0.003,5,0.002,validation,yes
130,0.0286,0.0019,0.0038,0,7.651,5.4771,0.0011,5,0.002,validation,yes
131,0.0318,0.0025,0.004,0,7.7147,2.8131,0.0036,5,0.002,validation,yes
132,0.0542,0.0039,0.0059,0,14.3314,14.7834,0,5,0.002,validation,yes
133,0.0401,0.0029,0.0034,0,11.1606,7.8103,0.0001,5,0.002,validation,yes
134,0.0291,0.0023,0.0035,0,7.1473,5.4427,0.0017,5,0.002,validation,yes
135,0.031,0.0022,0.0063,0,6.8106,4.5319,0.0018,5,0.002,validation,yes
136,0.0409,0.0025,0.005,0,11.7175,8.4403,0,5,0.002,validation,yes
137,0.0393,0.0031,0.004,0,9.7902,4.2778,0.0005,5,0.002,validation,yes
138,0.0454,0.0022,0.0056,0,14.2841,9.0619,0,5,0.002,validation,yes
139,0.0308,0.0021,0.005,0,7.636,5.4299,0.0016,5,0.002,validation,yes
140,0.0341,0.0021,0.0046,0,9.3984,6.2979,0.0004,5,0.002,validation,yes
141,0.0306,0.002,0.0037,0,8.4137,5.5291,0.0024,5,0.002,validation,yes
142,0.0355,0.0025,0.0043,0,9.3998,5.0443,0.0002,5,0.002,validation,yes
143,0.0518,0.0043,0.0047,0,12.9183,13.4956,0,5,0.002,validation,yes
144,0.0382,0.0022,0.0029,0,12.0687,11.1563,0,5,0.002,validation,yes
145,0.0441,0.0027,0.0044,0.0001,13.1572,9.7105,0,5,0.002,validation,yes
146,0.0313,0.0021,0.0034,0,8.7451,6.1897,0.0009,5,0.002,validation,yes
147,0.0275,0.0021,0.0045,0,6.3477,5.2535,0.0041,5,0.002,validation,yes
148,0.0247,0.0019,0.0029,0,6.0415,4.3199,0.0508,5,0.002,validation,yes
149,0.0319,0.0019,0.0022,0,10.0836,6.8841,0.0002,5,0.002,validation,yes
150,0.0423,0.0027,0.0037,0,12.5936,10.601,0,5,0.002,validation,yes
151,0.0472,0.0032,0.0039,0,13.6037,15.3815,0,5,0.002,validation,yes
152,0.0329,0.0019,0.0038,0,9.7174,7.2733,0.0002,5,0.002,validation,yes
153,0.0349,0.002,0.0034,0,10.694,6.8706,0.0001,5,0.002,validation,yes
154,0.0381,0.0027,0.0053,0,9.65,8.0337,0.0002,5,0.002,validation,yes
155,0.0327,0.002,0.0039,0,9.3136,5.7436,0.0009,5,0.002,validation,yes
156,0.0317,0.0021,0.0037,0,8.8839,6.0621,0.0016,5,0.002,validation,yes
157,0.0365,0.0022,0.0032,0,11.0068,8.8633,0.0001,5,0.002,validation,yes
158,0.0276,0.0024,0.0041,0,5.6853,4.669,0.0045,5,0.002,validation,yes
159,0.03,0.0029,0.0045,0,5.4599,4.0363,0.0712,5,0.002,validation,yes
160,0.0372,0.0028,0.0034,0,9.8049,6.3699,0.0003,5,0.002,validation,yes
161,0.0484,0.0026,0.004,0,15.7143,10.0841,0,5,0.002,validation,yes
162,0.0369,0.0023,0.005,0,10.2872,8.7088,0.0001,5,0.002,validation,yes
163,0.0352,0.0026,0.0033,0,9.4512,6.9317,0.0003,5,0.002,validation,yes
164,0.0327,0.0025,0.0035,0,8.3658,6.6315,0.0008,5,0.002,validation,yes
165,0.0429,0.0028,0.0045,0.0004,12.2073,11.3465,0,5,0.002,validation,yes
166,0.0467,0.0036,0.0062,0,11.1248,6.6288,0.0002,5,0.002,validation,yes
167,0.0318,0.0034,0.0059,0.0001,4.4335,3.7803,0.1108,5,0.002,validation,yes
168,0.028,0.0031,0.0039,0,4.3553,3.6923,0.0174,5,0.002,validation,yes
169,0.0282,0.0036,0.0047,0,2.652,2.4251,0.1028,5,0.002,validation,yes
170,0.02,0.0026,0.0033,0,1.769,1.5455,0.2516,5,0.002,validation,yes
171,0.0208,0.0029,0.0039,0,1.2857,0.9325,0.4342,5,0.002,validation,yes
172,0.0226,0.003,0.0039,0,1.7439,1.094,0.2613,5,0.002,validation,yes
173,0.0347,0.0049,0.0055,0,2.3549,1.3679,0.1225,5,0.002,validation,yes
174,0.0218,0.0026,0.0045,0,2.2098,1.222,0.1503,5,0.002,validation,yes
175,0.0269,0.0031,0.0046,0,3.4395,2.1686,0.071,5,0.002,validation,yes
176,0.0234,0.0027,0.0053,0,2.3088,1.3247,0.1544,5,0.002,validation,yes
177,0.0294,0.0038,0.0055,0,2.5407,1.4589,0.1236,5,0.002,validation,yes
178,0.0224,0.0027,0.0049,0.0001,2.0844,1.086,0.1858,5,0.002,validation,yes
179,0.0201,0.0024,0.0042,0.0001,1.9697,1.2029,0.1845,5,0.002,validation,yes
180,0.0195,0.0026,0.0052,0,0.7873,0.353,0.7152,5,0.002,validation,yes
181,0.0299,0.0039,0.0049,0,2.6155,1.4454,0.1237,5,0.002,validation,yes
182,0.0262,0.0029,0.0066,0,2.5904,1.278,0.0907,5,0.002,validation,yes
183,0.0381,0.0049,0.005,0,4.289,2.7626,0.0201,5,0.002,validation,yes
