epoch,unet_loss,encoder_mse,decoder_mse,bit-error,g_adv_bce,d_cov_bce,d_enc_bce,encoder-loss,adv-loss,mode,artefacts
1,0.4054,0.0278,0.2604,0.4623,1.2092,0.4342,0.4195,5,0.005,train,yes
2,0.3002,0.0076,0.2474,0.459,2.9513,0.0917,0.0881,5,0.005,train,yes
3,0.299,0.0063,0.247,0.4571,4.0745,0.0427,0.0434,5,0.005,train,yes
4,0.2984,0.0061,0.2466,0.4545,4.2362,0.0591,0.0647,5,0.005,train,yes
5,0.294,0.0053,0.2455,0.4477,4.447,0.0606,0.0659,5,0.005,train,yes
6,0.2973,0.0054,0.2446,0.4442,5.151,0.0334,0.0336,5,0.005,train,yes
7,0.2925,0.0048,0.2423,0.4324,5.2832,0.0412,0.044,5,0.005,train,yes
8,0.2945,0.0051,0.238,0.4124,6.2322,0.0122,0.0139,5,0.005,train,yes
9,0.2898,0.0046,0.2352,0.4029,6.3351,0.0153,0.0153,5,0.005,train,yes
10,0.2868,0.0044,0.2304,0.3879,6.9012,0.0035,0.003,5,0.005,train,yes
11,0.2775,0.0046,0.2183,0.3535,7.228,0.0103,0.0052,5,0.005,train,yes
12,0.2561,0.0046,0.2004,0.311,6.5464,0.0169,0.0223,5,0.005,train,yes
13,0.2375,0.0045,0.1805,0.2686,6.912,0.0085,0.0095,5,0.005,train,yes
14,0.2208,0.0044,0.1641,0.2359,6.9316,0.0132,0.0138,5,0.005,train,yes
15,0.2083,0.004,0.1506,0.2104,7.4951,0.0059,0.0067,5,0.005,train,yes
16,0.1939,0.0042,0.1359,0.1814,7.4347,0.0177,0.0204,5,0.005,train,yes
17,0.1761,0.0046,0.1144,0.1381,7.7513,0.0124,0.0137,5,0.005,train,yes
18,0.1652,0.0041,0.1033,0.1176,8.2728,0.005,0.0053,5,0.005,train,yes
19,0.155,0.0046,0.0919,0.095,8.0218,0.0159,0.0215,5,0.005,train,yes
20,0.1419,0.0045,0.083,0.079,7.254,0.0272,0.0233,5,0.005,train,yes
21,0.1295,0.0047,0.067,0.0514,7.8254,0.0167,0.0243,5,0.005,train,yes
22,0.1214,0.0041,0.0582,0.0363,8.5108,0.0069,0.0083,5,0.005,train,yes
23,0.1136,0.0042,0.0523,0.029,8.021,0.0167,0.0188,5,0.005,train,yes
24,0.1054,0.0042,0.0429,0.0168,8.3067,0.0091,0.0097,5,0.005,train,yes
25,0.106,0.005,0.0352,0.0102,9.18,0.0073,0.0066,5,0.005,train,yes
26,0.0973,0.0039,0.0312,0.007,9.355,0.0039,0.0048,5,0.005,train,yes
27,0.0933,0.0043,0.0237,0.0025,9.6144,0.0054,0.0054,5,0.005,train,yes
28,0.0858,0.0041,0.0182,0.0003,9.3831,0.0074,0.0092,5,0.005,train,yes
29,0.08,0.0043,0.0166,0.0002,8.3526,0.0262,0.0296,5,0.005,train,yes
30,0.0801,0.0041,0.0163,0.0002,8.6717,0.0155,0.0211,5,0.005,train,yes
31,0.0705,0.005,0.0168,0.0002,5.7958,0.0524,0.0624,5,0.005,train,yes
32,0.0727,0.0048,0.0163,0.0002,6.4314,0.0555,0.0637,5,0.005,train,yes
33,0.0677,0.005,0.0166,0.0003,5.2512,0.0738,0.0865,5,0.005,train,yes
34,0.0695,0.005,0.0162,0.0002,5.6681,0.0806,0.0835,5,0.005,train,yes
35,0.0629,0.0047,0.0163,0.0001,4.6116,0.0685,0.0781,5,0.005,train,yes
36,0.0595,0.0048,0.0163,0.0002,3.8635,0.1523,0.1651,5,0.005,train,yes
37,0.0574,0.0047,0.0157,0.0002,3.6527,0.1449,0.1615,5,0.005,train,yes
38,0.0562,0.005,0.0159,0.0002,3.0539,0.2262,0.2309,5,0.005,train,yes
39,0.052,0.0046,0.0162,0.0001,2.556,0.2848,0.2983,5,0.005,train,yes
40,0.0542,0.0047,0.0156,0.0001,3.0444,0.1903,0.1876,5,0.005,train,yes
41,0.1093,0.0129,0.0196,0.0017,5.0425,0.1098,0.1104,5,0.005,train,yes
42,0.1097,0.0099,0.0157,0.0002,8.9102,0.0055,0.0025,5,0.005,train,yes
43,0.0925,0.0066,0.0142,0.0001,9.0146,0.0086,0.0033,5,0.005,train,yes
44,0.0916,0.0063,0.0141,0.0001,9.2143,0.0007,0.0045,5,0.005,train,yes
45,0.0959,0.006,0.0139,0,10.4072,0.008,0.0017,5,0.005,train,yes
46,0.0905,0.0054,0.0133,0.0001,10.0919,0.0013,0.0045,5,0.005,train,yes
47,0.0903,0.0052,0.0134,0,10.2145,0.0007,0.0006,5,0.005,train,yes
48,0.0904,0.0054,0.0132,0.0001,10.0606,0.0005,0.0007,5,0.005,train,yes
49,0.0912,0.005,0.0131,0,10.6262,0.0009,0.0007,5,0.005,train,yes
50,0.0885,0.005,0.0131,0,10.083,0.0034,0.0051,5,0.005,train,yes
51,0.0874,0.005,0.013,0,9.8708,0.0087,0.0075,5,0.005,train,yes
52,0.094,0.0053,0.0129,0,10.9102,0.0014,0.0017,5,0.005,train,yes
53,0.089,0.0047,0.0129,0,10.4789,0.0077,0.0103,5,0.005,train,yes
54,0.09,0.005,0.0133,0,10.2959,0.0052,0.0049,5,0.005,train,yes
55,0.0932,0.0049,0.0132,0,11.0479,0.0035,0.0039,5,0.005,train,yes
56,0.0907,0.0052,0.0128,0,10.3634,0.0273,0.0225,5,0.005,train,yes
57,0.074,0.0057,0.0139,0.0001,6.2972,0.0541,0.0711,5,0.005,train,yes
58,0.0766,0.0066,0.0151,0.0002,5.6597,0.1004,0.1138,5,0.005,train,yes
59,0.0571,0.0053,0.0148,0.0001,3.124,0.2295,0.2499,5,0.005,train,yes
60,0.0519,0.0046,0.0144,0.0001,2.8954,0.198,0.206,5,0.005,train,yes
61,0.0492,0.0045,0.0135,0,2.672,0.2168,0.2294,5,0.005,train,yes
62,0.0494,0.0044,0.0138,0,2.7558,0.2143,0.2281,5,0.005,train,yes
63,0.0459,0.0042,0.0137,0,2.2535,0.2889,0.2864,5,0.005,train,yes
64,0.0439,0.0041,0.0134,0,1.9962,0.2857,0.2809,5,0.005,train,yes
65,0.0454,0.0043,0.0136,0,2.0814,0.2684,0.2632,5,0.005,train,yes
66,0.0505,0.0044,0.0136,0,2.9914,0.1462,0.1603,5,0.005,train,yes
67,0.0459,0.0041,0.0133,0,2.4284,0.2248,0.2242,5,0.005,train,yes
68,0.0468,0.0041,0.0131,0.0001,2.6579,0.2034,0.2091,5,0.005,train,yes
69,0.0481,0.0041,0.0134,0,2.8105,0.1771,0.1878,5,0.005,train,yes
70,0.0473,0.0042,0.0132,0,2.6639,0.1894,0.19,5,0.005,train,yes
71,0.0473,0.0041,0.0128,0,2.7997,0.1687,0.1811,5,0.005,train,yes
72,0.0495,0.0041,0.0134,0.0001,3.1006,0.1474,0.1589,5,0.005,train,yes
73,0.0477,0.0041,0.0131,0,2.7854,0.1665,0.1689,5,0.005,train,yes
74,0.0484,0.0041,0.0134,0.0001,2.8875,0.1809,0.1822,5,0.005,train,yes
75,0.0511,0.0042,0.0132,0,3.3301,0.1271,0.137,5,0.005,train,yes
76,0.0454,0.0039,0.0133,0,2.5134,0.2148,0.213,5,0.005,train,yes
77,0.0479,0.004,0.0133,0,2.8704,0.1436,0.1376,5,0.005,train,yes
78,0.049,0.004,0.0133,0,3.1536,0.1718,0.1715,5,0.005,train,yes
79,0.0501,0.004,0.0133,0,3.3855,0.127,0.1371,5,0.005,train,yes
80,0.0537,0.0046,0.0135,0.0001,3.4398,0.1146,0.126,5,0.005,train,yes
81,0.0481,0.0041,0.013,0,2.9409,0.1624,0.1656,5,0.005,train,yes
82,0.0495,0.004,0.0135,0,3.2456,0.1336,0.1339,5,0.005,train,yes
83,0.0526,0.0043,0.013,0,3.5991,0.1293,0.1336,5,0.005,train,yes
84,0.0498,0.0042,0.0134,0.0001,3.0778,0.1318,0.1324,5,0.005,train,yes
85,0.0497,0.0041,0.0131,0,3.2049,0.1323,0.1298,5,0.005,train,yes
86,0.0484,0.004,0.0133,0,3.0097,0.1508,0.1529,5,0.005,train,yes
87,0.0498,0.0041,0.0129,0.0001,3.2935,0.1461,0.1452,5,0.005,train,yes
88,0.0459,0.004,0.0127,0,2.6683,0.2034,0.1926,5,0.005,train,yes
89,0.0494,0.0042,0.0129,0.0001,3.082,0.129,0.1324,5,0.005,train,yes
90,0.0525,0.0044,0.013,0.0001,3.5042,0.113,0.1108,5,0.005,train,yes
91,0.0513,0.0044,0.013,0.0001,3.2767,0.1544,0.1575,5,0.005,train,yes
92,0.0561,0.0047,0.0136,0.0001,3.8199,0.1168,0.1224,5,0.005,train,yes
93,0.0588,0.005,0.013,0.0001,4.1655,0.1169,0.1183,5,0.005,train,yes
94,0.0544,0.0044,0.0128,0.0001,3.9135,0.0977,0.098,5,0.005,train,yes
95,0.0523,0.0042,0.0126,0.0001,3.7045,0.1134,0.1267,5,0.005,train,yes
96,0.0558,0.0044,0.0134,0.0001,4.0355,0.126,0.1263,5,0.005,train,yes
97,0.0544,0.0045,0.0126,0,3.8508,0.1,0.1116,5,0.005,train,yes
98,0.0523,0.0044,0.0125,0.0001,3.5195,0.1482,0.1429,5,0.005,train,yes
99,0.0544,0.0046,0.0126,0,3.7282,0.11,0.1232,5,0.005,train,yes
100,0.0515,0.0044,0.0125,0,3.3733,0.1678,0.1641,5,0.005,train,yes
101,0.0565,0.0049,0.0126,0,3.9225,0.1095,0.1128,5,0.005,train,yes
102,0.052,0.0046,0.0125,0,3.3249,0.1536,0.1538,5,0.005,train,yes
103,0.0535,0.0046,0.0126,0,3.6092,0.1372,0.129,5,0.005,train,yes
104,0.0558,0.0046,0.0126,0.0001,3.9999,0.0991,0.1039,5,0.005,train,yes
105,0.052,0.0044,0.0125,0,3.5224,0.1426,0.1448,5,0.005,train,yes
106,0.0497,0.0044,0.0124,0,3.1019,0.1659,0.165,5,0.005,train,yes
107,0.0529,0.0045,0.0124,0,3.6423,0.1118,0.1175,5,0.005,train,yes
108,0.0526,0.0045,0.0124,0,3.5061,0.1362,0.1301,5,0.005,train,yes
109,0.0504,0.0043,0.0121,0,3.401,0.1381,0.1332,5,0.005,train,yes
110,0.0526,0.0045,0.0124,0,3.5785,0.1117,0.1161,5,0.005,train,yes
111,0.0539,0.0045,0.0125,0,3.7657,0.1072,0.1046,5,0.005,train,yes
112,0.0538,0.0042,0.0128,0,3.9893,0.1314,0.1393,5,0.005,train,yes
113,0.0539,0.0045,0.0126,0,3.7663,0.1184,0.1303,5,0.005,train,yes
114,0.0562,0.0048,0.0125,0,3.986,0.1136,0.1198,5,0.005,train,yes
115,0.0522,0.0044,0.0122,0,3.6058,0.1249,0.1318,5,0.005,train,yes
116,0.0514,0.0043,0.0122,0,3.521,0.1463,0.1527,5,0.005,train,yes
117,0.0508,0.0043,0.012,0,3.4435,0.1461,0.1522,5,0.005,train,yes
118,0.0529,0.0044,0.012,0,3.774,0.1173,0.1184,5,0.005,train,yes
119,0.0543,0.0047,0.0122,0,3.6839,0.1094,0.1105,5,0.005,train,yes
120,0.0526,0.0045,0.012,0,3.6265,0.1194,0.1297,5,0.005,train,yes
121,0.0551,0.0044,0.0122,0,4.1403,0.1015,0.097,5,0.005,train,yes
122,0.0544,0.0045,0.0121,0.0001,3.9506,0.1227,0.1349,5,0.005,train,yes
123,0.0534,0.0044,0.0121,0,3.8438,0.1204,0.1153,5,0.005,train,yes
124,0.052,0.0042,0.0119,0,3.8185,0.1314,0.1271,5,0.005,train,yes
125,0.0531,0.0044,0.0119,0,3.7901,0.131,0.1373,5,0.005,train,yes
126,0.0529,0.0042,0.0119,0,4.0208,0.1275,0.1311,5,0.005,train,yes
127,0.0541,0.0044,0.0118,0,4.0351,0.1127,0.1224,5,0.005,train,yes
128,0.0548,0.0044,0.0121,0,4.1086,0.1159,0.1117,5,0.005,train,yes
129,0.0509,0.0042,0.0119,0,3.5963,0.1549,0.1611,5,0.005,train,yes
130,0.0525,0.0043,0.012,0,3.8056,0.1312,0.1276,5,0.005,train,yes
131,0.0512,0.0043,0.0117,0,3.6393,0.1383,0.1418,5,0.005,train,yes
132,0.055,0.0045,0.012,0,4.1174,0.0864,0.0884,5,0.005,train,yes
133,0.0537,0.0044,0.0119,0,3.9643,0.0921,0.0953,5,0.005,train,yes
134,0.0544,0.0042,0.0116,0,4.3192,0.0875,0.0881,5,0.005,train,yes
135,0.054,0.0045,0.0117,0,3.9599,0.1065,0.1066,5,0.005,train,yes
136,0.0526,0.0045,0.0116,0.0001,3.6512,0.1464,0.1431,5,0.005,train,yes
137,0.0519,0.0043,0.0115,0,3.8047,0.1402,0.1368,5,0.005,train,yes
138,0.052,0.0042,0.0115,0.0001,3.9071,0.1442,0.1412,5,0.005,train,yes
139,0.0511,0.0042,0.0116,0,3.6972,0.1304,0.1344,5,0.005,train,yes
140,0.0535,0.0044,0.0113,0,4.0641,0.1091,0.1101,5,0.005,train,yes
141,0.0543,0.0043,0.0113,0,4.3415,0.1099,0.1045,5,0.005,train,yes
142,0.0517,0.0042,0.0113,0.0001,3.8275,0.125,0.1312,5,0.005,train,yes
143,0.0553,0.0043,0.0113,0,4.4792,0.0813,0.0775,5,0.005,train,yes
144,0.0488,0.0041,0.011,0,3.4558,0.1525,0.152,5,0.005,train,yes
145,0.0523,0.0043,0.0113,0,3.8545,0.1078,0.1154,5,0.005,train,yes
146,0.0541,0.0043,0.0115,0,4.2397,0.0847,0.0871,5,0.005,train,yes
147,0.0552,0.0046,0.0116,0,4.1443,0.1113,0.1142,5,0.005,train,yes
148,0.0506,0.0043,0.0113,0,3.5462,0.1534,0.1657,5,0.005,train,yes
149,0.0551,0.0045,0.0112,0,4.3226,0.0922,0.0868,5,0.005,train,yes
150,0.0524,0.0043,0.0111,0,3.9478,0.1192,0.1186,5,0.005,train,yes
151,0.0543,0.0042,0.011,0,4.4127,0.1024,0.106,5,0.005,train,yes
152,0.0517,0.0042,0.0112,0,3.9086,0.1215,0.1251,5,0.005,train,yes
153,0.0508,0.0044,0.0108,0,3.6068,0.1364,0.1417,5,0.005,train,yes
154,0.0503,0.0042,0.0111,0,3.6041,0.1365,0.1449,5,0.005,train,yes
155,0.0509,0.0042,0.0107,0,3.8169,0.1121,0.1166,5,0.005,train,yes
156,0.0536,0.0043,0.011,0,4.2239,0.0843,0.0825,5,0.005,train,yes
157,0.0566,0.0047,0.0114,0,4.3602,0.0845,0.0877,5,0.005,train,yes
158,0.0539,0.0044,0.0111,0,4.1893,0.1268,0.1235,5,0.005,train,yes
159,0.0505,0.004,0.0109,0,3.8789,0.1274,0.126,5,0.005,train,yes
160,0.0561,0.0045,0.0109,0,4.5837,0.1034,0.0974,5,0.005,train,yes
161,0.0526,0.0043,0.0107,0,4.0677,0.1086,0.1175,5,0.005,train,yes
162,0.0519,0.0043,0.0107,0,3.9224,0.13,0.1299,5,0.005,train,yes
163,0.0528,0.0043,0.0109,0,4.1194,0.1213,0.119,5,0.005,train,yes
164,0.0511,0.0042,0.0108,0,3.8644,0.1125,0.1137,5,0.005,train,yes
165,0.0564,0.0043,0.0107,0,4.8248,0.0659,0.0699,5,0.005,train,yes
166,0.0538,0.0043,0.0108,0,4.3095,0.0967,0.1005,5,0.005,train,yes
167,0.0521,0.0042,0.0106,0,4.0865,0.1295,0.1244,5,0.005,train,yes
168,0.0565,0.0047,0.0109,0,4.438,0.0828,0.0818,5,0.005,train,yes
169,0.0529,0.0042,0.0106,0,4.2136,0.1144,0.1136,5,0.005,train,yes
170,0.0523,0.0042,0.0105,0,4.1925,0.1068,0.1142,5,0.005,train,yes
171,0.0519,0.0042,0.0104,0,4.1376,0.1029,0.1012,5,0.005,train,yes
172,0.0555,0.0043,0.0106,0,4.7127,0.0927,0.0913,5,0.005,train,yes
173,0.0562,0.0045,0.0105,0,4.6323,0.0797,0.0905,5,0.005,train,yes
174,0.053,0.0043,0.0106,0,4.1892,0.0918,0.0867,5,0.005,train,yes
175,0.0547,0.0042,0.0106,0,4.58,0.0852,0.0926,5,0.005,train,yes
176,0.0582,0.0046,0.0103,0,4.9535,0.0674,0.0662,5,0.005,train,yes
177,0.0554,0.0042,0.0107,0,4.7195,0.0796,0.0839,5,0.005,train,yes
178,0.0646,0.0061,0.0116,0.0003,4.4582,0.1271,0.1242,5,0.005,train,yes
179,0.1281,0.0142,0.0132,0.0003,8.739,0.0093,0.0147,5,0.005,train,yes
180,0.0968,0.0096,0.0123,0.0001,7.2427,0.0122,0.0135,5,0.005,train,yes
181,0.0811,0.0074,0.0113,0,6.588,0.0158,0.0132,5,0.005,train,yes
182,0.0737,0.0065,0.0109,0,6.0578,0.0247,0.0221,5,0.005,train,yes
183,0.0729,0.006,0.0107,0,6.4232,0.0211,0.024,5,0.005,train,yes
184,0.0659,0.0058,0.0105,0,5.3041,0.0503,0.0538,5,0.005,train,yes
185,0.0612,0.0053,0.0103,0,4.8867,0.0847,0.095,5,0.005,train,yes
186,0.0551,0.0048,0.01,0,4.2266,0.1053,0.1081,5,0.005,train,yes
187,0.0562,0.0049,0.0103,0,4.2895,0.1001,0.0974,5,0.005,train,yes
188,0.0569,0.0047,0.0101,0,4.615,0.1066,0.114,5,0.005,train,yes
189,0.0542,0.0046,0.0099,0,4.2509,0.1025,0.1058,5,0.005,train,yes
190,0.057,0.0047,0.0099,0,4.709,0.0986,0.1006,5,0.005,train,yes
191,0.0546,0.0048,0.0098,0.0001,4.1654,0.111,0.1119,5,0.005,train,yes
192,0.0539,0.0047,0.0097,0,4.1261,0.1026,0.0965,5,0.005,train,yes
193,0.0526,0.0046,0.01,0,3.897,0.0935,0.0928,5,0.005,train,yes
194,0.0542,0.0046,0.01,0,4.2854,0.128,0.1198,5,0.005,train,yes
195,0.0531,0.0046,0.01,0,4.0637,0.091,0.0933,5,0.005,train,yes
196,0.0525,0.0047,0.0099,0,3.8336,0.1358,0.1293,5,0.005,train,yes
197,0.053,0.0047,0.01,0,3.9094,0.1021,0.1056,5,0.005,train,yes
198,0.0559,0.0048,0.0099,0,4.401,0.0734,0.0703,5,0.005,train,yes
199,0.0589,0.0048,0.01,0,5.0403,0.0733,0.0719,5,0.005,train,yes
200,0.0535,0.0046,0.0096,0,4.1441,0.1236,0.1118,5,0.005,train,yes
1,0.3011,0.0091,0.2472,0.4552,1.6891,1.107,0.2283,5,0.005,validation,yes
2,0.2926,0.0068,0.2489,0.4584,1.9709,1.1123,0.1878,5,0.005,validation,yes
3,0.3058,0.0077,0.2487,0.4573,3.7555,1.8828,0.027,5,0.005,validation,yes
4,0.2953,0.006,0.2474,0.4579,3.5549,1.4912,0.0554,5,0.005,validation,yes
5,0.302,0.0063,0.2545,0.4501,3.173,2.6041,0.1188,5,0.005,validation,yes
6,0.2953,0.0047,0.2456,0.4447,5.2541,2.396,0.0079,5,0.005,validation,yes
7,0.2757,0.0042,0.2392,0.4168,3.0908,1.0954,0.0948,5,0.005,validation,yes
8,0.2759,0.0047,0.2368,0.4101,3.0977,1.0505,0.0939,5,0.005,validation,yes
9,0.2838,0.0041,0.2358,0.4034,5.5065,3.3038,0.0059,5,0.005,validation,yes
10,0.2839,0.0048,0.2269,0.3764,6.5837,4.6176,0.0018,5,0.005,validation,yes
11,0.2729,0.0048,0.2186,0.3474,6.0133,2.8953,0.0037,5,0.005,validation,yes
12,0.2457,0.0056,0.1951,0.2958,4.5313,3.2473,0.0169,5,0.005,validation,yes
13,0.214,0.0038,0.1737,0.2554,4.2649,1.2798,0.0224,5,0.005,validation,yes
14,0.2164,0.0045,0.1601,0.2297,6.7346,4.5014,0.0025,5,0.005,validation,yes
15,0.1913,0.0041,0.1445,0.1998,5.2548,1.86,0.0172,5,0.005,validation,yes
16,0.182,0.0042,0.1311,0.1706,5.9286,3.0838,0.0066,5,0.005,validation,yes
17,0.1973,0.0099,0.1167,0.1399,6.2665,3.2239,0.0035,5,0.005,validation,yes
18,0.1649,0.0047,0.1067,0.1251,6.9393,4.0836,0.0016,5,0.005,validation,yes
19,0.1376,0.0035,0.093,0.0979,5.4538,2.7437,0.0063,5,0.005,validation,yes
20,0.1386,0.0046,0.0792,0.0712,7.2375,4.5768,0.0009,5,0.005,validation,yes
21,0.1414,0.0056,0.0703,0.0616,8.5769,6.0353,0.0002,5,0.005,validation,yes
22,0.1152,0.0041,0.0588,0.0344,7.2284,1.9465,0.0049,5,0.005,validation,yes
23,0.112,0.0044,0.0557,0.0337,6.8747,3.2997,0.0029,5,0.005,validation,yes
24,0.1015,0.0051,0.0456,0.0223,6.0653,3.9222,0.0033,5,0.005,validation,yes
25,0.0955,0.004,0.0397,0.0104,7.1704,3.791,0.0119,5,0.005,validation,yes
26,0.1047,0.0044,0.0278,0.0045,11.0028,6.7431,0.0001,5,0.005,validation,yes
27,0.1021,0.0058,0.0182,0.0007,10.9979,4.8864,0.0001,5,0.005,validation,yes
28,0.0794,0.0045,0.0211,0.0008,7.1216,4.1787,0.0023,5,0.005,validation,yes
29,0.0825,0.0042,0.0151,0.0002,9.2527,6.0529,0.0002,5,0.005,validation,yes
30,0.0681,0.0051,0.0115,0,6.2456,3.6358,0.0035,5,0.005,validation,yes
31,0.0807,0.0062,0.0173,0.0001,6.4595,2.2342,0.0057,5,0.005,validation,yes
32,0.0788,0.005,0.0222,0.0005,6.2902,4.1776,0.5249,5,0.005,validation,yes
33,0.1259,0.0087,0.0386,0.0076,8.7883,4.2856,0.0564,5,0.005,validation,yes
34,0.0596,0.0052,0.0184,0.0003,3.0447,1.7382,0.1042,5,0.005,validation,yes
35,0.0483,0.0049,0.0132,0.0001,2.1635,1.4434,0.1622,5,0.005,validation,yes
36,0.0573,0.0044,0.0175,0.0005,3.5849,2.268,0.0414,5,0.005,validation,yes
37,0.0693,0.0058,0.0209,0.0003,3.8912,1.3796,0.0453,5,0.005,validation,yes
38,0.0618,0.0051,0.0214,0.0004,2.9449,1.5183,0.0816,5,0.005,validation,yes
39,0.0686,0.0064,0.0267,0.001,1.9926,0.8307,0.2377,5,0.005,validation,yes
40,0.0469,0.0053,0.0135,0.0001,1.351,0.7836,0.3497,5,0.005,validation,yes
41,0.1054,0.0125,0.0175,0.0002,5.1158,2.2793,0.0112,5,0.005,validation,yes
42,0.085,0.0071,0.0083,0,8.209,4.7632,0.0006,5,0.005,validation,yes
43,0.0831,0.0061,0.0117,0,8.1839,9.1086,0.0201,5,0.005,validation,yes
44,0.0875,0.0058,0.0136,0.0002,8.9437,2.5837,0.0014,5,0.005,validation,yes
45,0.0846,0.0051,0.0181,0.0001,8.2089,8.4651,0.0006,5,0.005,validation,yes
46,0.0821,0.0052,0.0098,0,9.2263,7.2584,0.0002,5,0.005,validation,yes
47,0.0845,0.0048,0.0122,0,9.677,7.9438,0.0001,5,0.005,validation,yes
48,0.102,0.0085,0.0143,0.0001,9.0627,9.0724,0.0002,5,0.005,validation,yes
49,0.0792,0.005,0.0094,0,8.9468,6.5817,0.0002,5,0.005,validation,yes
50,0.0725,0.0044,0.0088,0,8.3404,4.3681,0.0006,5,0.005,validation,yes
51,0.0672,0.0056,0.0099,0,5.8489,3.5925,0.0116,5,0.005,validation,yes
52,0.0762,0.0044,0.0094,0,9.003,6.0505,0.0002,5,0.005,validation,yes
53,0.0931,0.0062,0.0083,0,10.824,11.021,0,5,0.005,validation,yes
54,0.0759,0.0047,0.0087,0,8.7052,6.4435,0.0003,5,0.005,validation,yes
55,0.0935,0.0059,0.0095,0,10.9508,8.285,0,5,0.005,validation,yes
56,0.0749,0.0055,0.0148,0.0001,6.5101,3.3694,0.0232,5,0.005,validation,yes
57,0.0645,0.0057,0.0093,0,5.3621,3.3306,0.0102,5,0.005,validation,yes
58,0.0939,0.0088,0.0129,0.0005,7.3467,3.8365,0.0046,5,0.005,validation,yes
59,0.0537,0.0052,0.0135,0.0001,2.852,1.561,0.08,5,0.005,validation,yes
60,0.047,0.0056,0.0097,0.0001,1.8193,1.3413,0.2228,5,0.005,validation,yes
61,0.0471,0.0047,0.0142,0,1.9248,1.2684,0.1954,5,0.005,validation,yes
62,0.0464,0.0048,0.013,0,1.87,0.9733,0.2213,5,0.005,validation,yes
63,0.0473,0.0043,0.0133,0,2.4672,1.6799,0.128,5,0.005,validation,yes
64,0.0356,0.0043,0.0086,0,1.1204,0.6123,0.4334,5,0.005,validation,yes
65,0.0435,0.005,0.0094,0,1.8538,1.3494,0.2082,5,0.005,validation,yes
66,0.0478,0.005,0.0102,0,2.5073,1.3879,0.0995,5,0.005,validation,yes
67,0.0335,0.0042,0.0085,0,0.8555,0.6587,0.6291,5,0.005,validation,yes
68,0.0445,0.0039,0.0131,0,2.3496,1.1663,0.1477,5,0.005,validation,yes
69,0.0503,0.0054,0.0095,0,2.7365,2.1478,0.1775,5,0.005,validation,yes
70,0.0484,0.0042,0.0171,0.0002,2.044,1.1009,0.1682,5,0.005,validation,yes
71,0.0489,0.0044,0.0114,0,3.0556,2.2076,0.0629,5,0.005,validation,yes
72,0.0535,0.005,0.0194,0.0003,1.8677,1.0397,0.2113,5,0.005,validation,yes
73,0.0452,0.0046,0.0156,0.0001,1.3184,0.7454,0.3843,5,0.005,validation,yes
74,0.0513,0.0058,0.013,0.0002,1.8803,0.8314,0.2072,5,0.005,validation,yes
75,0.0441,0.0046,0.0098,0.0001,2.244,1.298,0.1379,5,0.005,validation,yes
76,0.0424,0.0053,0.0089,0.0001,1.4502,0.8281,0.3253,5,0.005,validation,yes
77,0.0451,0.0045,0.008,0,2.8979,1.8238,0.07,5,0.005,validation,yes
78,0.0477,0.0047,0.0145,0,1.9133,1.1946,0.1888,5,0.005,validation,yes
79,0.0472,0.0039,0.0165,0.0001,2.23,1.6995,0.1429,5,0.005,validation,yes
80,0.0376,0.0045,0.0089,0,1.2235,0.8507,0.4522,5,0.005,validation,yes
81,0.0357,0.0042,0.0101,0,0.9698,0.8391,0.5743,5,0.005,validation,yes
82,0.0388,0.0042,0.0104,0,1.4569,1.1345,0.2921,5,0.005,validation,yes
83,0.0475,0.0053,0.0123,0,1.7106,0.9809,0.2465,5,0.005,validation,yes
84,0.0441,0.0043,0.0143,0,1.6642,1.0364,0.2657,5,0.005,validation,yes
85,0.0501,0.0056,0.0103,0,2.3702,1.3725,0.1297,5,0.005,validation,yes
86,0.0377,0.0043,0.0106,0.0001,1.1557,0.8424,0.424,5,0.005,validation,yes
87,0.0446,0.0053,0.0089,0.0002,1.807,1.1629,0.2346,5,0.005,validation,yes
88,0.0388,0.0044,0.0103,0,1.2482,0.6359,0.4048,5,0.005,validation,yes
89,0.0532,0.0059,0.0133,0.0001,2.0804,1.416,0.2579,5,0.005,validation,yes
90,0.0497,0.0053,0.0097,0.0001,2.6647,1.2316,0.1096,5,0.005,validation,yes
91,0.0435,0.0044,0.0089,0,2.4885,1.689,0.1207,5,0.005,validation,yes
92,0.0807,0.01,0.0227,0.0013,1.6128,0.8586,0.318,5,0.005,validation,yes
93,0.0596,0.0057,0.0139,0.0001,3.4555,2.6179,0.0464,5,0.005,validation,yes
94,0.045,0.0044,0.0086,0,2.8429,2.0398,0.0715,5,0.005,validation,yes
95,0.0579,0.0055,0.016,0,2.9204,1.4995,0.0828,5,0.005,validation,yes
96,0.063,0.0065,0.0104,0.0001,4.0346,2.1936,0.0567,5,0.005,validation,yes
97,0.062,0.008,0.0114,0.0002,2.0729,1.3493,0.2388,5,0.005,validation,yes
98,0.0405,0.0045,0.0102,0,1.4927,0.6906,0.3929,5,0.005,validation,yes
99,0.0591,0.0067,0.0135,0,2.4315,1.1529,0.1771,5,0.005,validation,yes
100,0.0626,0.0065,0.0203,0.001,1.9571,1.125,0.2146,5,0.005,validation,yes
101,0.0495,0.005,0.0108,0,2.7023,1.5259,0.087,5,0.005,validation,yes
102,0.0544,0.0068,0.0114,0.0001,1.7965,0.7766,0.2505,5,0.005,validation,yes
