epoch,loss,encoder_mse,dec_mse,bitwise-error,adversarial_bce,discr_cover_bce,discr_encod_bce,duration
333,0.1049,0.0056,0.0963,0.1276,4.6806,0.0872,0.0793,209
334,0.1050,0.0055,0.0962,0.1275,4.9201,0.0568,0.0560,209
335,0.1048,0.0055,0.0960,0.1272,4.8351,0.0818,0.0797,209
336,0.1048,0.0055,0.0962,0.1276,4.7997,0.0706,0.0651,209
337,0.1047,0.0056,0.0959,0.1280,4.8873,0.0865,0.0773,209
338,0.1048,0.0055,0.0962,0.1285,4.7248,0.0845,0.0846,209
339,0.1051,0.0058,0.0962,0.1279,4.8709,0.0679,0.0647,209
340,0.1053,0.0056,0.0964,0.1284,4.9198,0.0712,0.0720,209
341,0.1043,0.0055,0.0955,0.1266,4.9272,0.0639,0.0623,209
342,0.1047,0.0056,0.0960,0.1287,4.8231,0.0794,0.0800,209
343,0.1047,0.0056,0.0958,0.1283,4.9596,0.0662,0.0616,209
344,0.1041,0.0055,0.0954,0.1273,4.9277,0.0679,0.0693,209
345,0.1044,0.0055,0.0956,0.1280,4.8991,0.0771,0.0748,209
346,0.1042,0.0056,0.0954,0.1285,4.8123,0.0755,0.0734,209
347,0.1044,0.0055,0.0957,0.1283,4.9097,0.0679,0.0645,209
348,0.1038,0.0055,0.0950,0.1272,4.9567,0.0629,0.0604,209
349,0.1046,0.0058,0.0956,0.1277,4.9069,0.0761,0.0733,209
350,0.1045,0.0057,0.0956,0.1281,4.8569,0.0761,0.0708,209
351,0.1042,0.0055,0.0955,0.1281,4.8757,0.0647,0.0614,209
352,0.1043,0.0056,0.0955,0.1278,4.8993,0.0736,0.0695,209
353,0.1044,0.0057,0.0955,0.1281,4.9072,0.0682,0.0668,209
