epoch,loss,encoder_mse,dec_mse,bitwise-error,adversarial_bce,discr_cover_bce,discr_encod_bce,duration
354,0.1046,0.0056,0.0958,0.1284,4.8408,0.0705,0.0660,209
355,0.1038,0.0056,0.0951,0.1279,4.8287,0.0814,0.0775,209
356,0.1042,0.0059,0.0950,0.1278,4.9764,0.0649,0.0625,209
357,0.1041,0.0055,0.0954,0.1287,4.9080,0.0693,0.0630,209
358,0.1044,0.0056,0.0956,0.1289,4.9539,0.0755,0.0708,209
359,0.1037,0.0054,0.0949,0.1280,4.9705,0.0619,0.0630,209
360,0.1039,0.0055,0.0951,0.1282,4.9199,0.0768,0.0725,209
361,0.1037,0.0055,0.0950,0.1274,4.9077,0.0676,0.0628,209
362,0.1041,0.0055,0.0952,0.1279,5.0644,0.0560,0.0557,209
363,0.1037,0.0056,0.0948,0.1283,4.9451,0.0746,0.0710,209
364,0.1039,0.0056,0.0950,0.1275,4.9854,0.0638,0.0607,209
365,0.1040,0.0055,0.0954,0.1290,4.8256,0.0735,0.0660,209
366,0.1035,0.0055,0.0947,0.1277,4.9700,0.0691,0.0665,209
367,0.1034,0.0056,0.0946,0.1276,4.9395,0.0704,0.0642,209
368,0.1037,0.0055,0.0950,0.1285,4.8550,0.0800,0.0748,209
369,0.1037,0.0056,0.0948,0.1283,5.0332,0.0598,0.0557,209
370,0.1039,0.0056,0.0951,0.1289,4.8431,0.0774,0.0701,209
371,0.1032,0.0055,0.0944,0.1275,4.9005,0.0812,0.0794,209
372,0.1034,0.0056,0.0945,0.1271,5.0160,0.0533,0.0520,209
373,0.1042,0.0058,0.0951,0.1288,5.0314,0.0747,0.0686,209
374,0.1035,0.0055,0.0948,0.1278,4.8806,0.0763,0.0750,209
375,0.1037,0.0055,0.0950,0.1296,4.8490,0.0660,0.0663,209
376,0.1037,0.0054,0.0949,0.1288,4.9557,0.0690,0.0623,209
377,0.1033,0.0055,0.0945,0.1282,4.9521,0.0752,0.0729,209
378,0.1037,0.0056,0.0948,0.1284,4.9297,0.0658,0.0649,209
379,0.1033,0.0056,0.0945,0.1281,4.9212,0.0702,0.0635,209
380,0.1037,0.0055,0.0950,0.1288,4.8886,0.0669,0.0643,209
381,0.1033,0.0055,0.0945,0.1282,4.9868,0.0666,0.0661,209
382,0.1030,0.0055,0.0942,0.1278,4.8911,0.0745,0.0678,210
383,0.1030,0.0055,0.0942,0.1278,4.9306,0.0660,0.0609,209
384,0.1037,0.0055,0.0949,0.1287,4.9664,0.0695,0.0687,209
385,0.1038,0.0056,0.0948,0.1285,5.0361,0.0582,0.0559,209
386,0.1031,0.0055,0.0943,0.1283,4.9745,0.0724,0.0698,210
387,0.1035,0.0056,0.0947,0.1288,4.9820,0.0622,0.0607,210
388,0.1028,0.0054,0.0942,0.1276,4.8626,0.0780,0.0756,210
389,0.1036,0.0059,0.0943,0.1286,5.1525,0.0556,0.0514,210
390,0.1032,0.0055,0.0946,0.1296,4.8093,0.0973,0.0894,210
391,0.1031,0.0055,0.0943,0.1280,4.9605,0.0685,0.0623,210
392,0.1031,0.0055,0.0943,0.1287,4.9637,0.0672,0.0621,210
393,0.1033,0.0055,0.0942,0.1291,5.2038,0.0538,0.0515,210
394,0.1032,0.0055,0.0944,0.1295,4.9170,0.0765,0.0731,210
395,0.1028,0.0054,0.0941,0.1286,4.9154,0.0682,0.0646,210
396,0.1030,0.0054,0.0942,0.1284,4.9911,0.0702,0.0634,210
397,0.1029,0.0055,0.0941,0.1285,4.9921,0.0659,0.0659,210
398,0.1033,0.0055,0.0944,0.1296,5.0131,0.0655,0.0655,210
399,0.1030,0.0054,0.0943,0.1292,4.8690,0.0800,0.0709,210
400,0.1034,0.0055,0.0945,0.1301,5.0124,0.0626,0.0602,210
